pts,year,quarter,quarter_start_date,posting_date,revenue,earnings,eps,diluted_eps,margin,inventory,assets,liabilities,sh_out,diluted_sh_out,co_name_or_cik
2006-07-01 05:00:03,2006,3,20060701,20060701,    1801520975.00,     563590475.61,        1.98,        1.84,        0.31,     664212033.14,  753692269598.14,    8654174290.97,    284114251,    306260470,0000000279
2006-07-01 10:51:05,2006,3,20060701,20060701,    5076657357.42,     993953411.51,       11.23,       10.40,        0.20,     523329537.67,  148127091173.27,    8714769478.18,     88505634,     95544114,OCCqgHNKVmnHCpUWqcpvGPKChBNBKCjbMjChCqPYLlDYAX              
2006-07-01 11:06:05,2006,3,20060701,20060701,    2974234002.89,     377930172.89,        0.63,        0.60,        0.13,     121646959.96,  133751300169.22,    3807497706.30,    597995875,    634206012,oBnlVjcxkaAUMfJzTF                                          
2006-07-01 15:58:03,2006,3,20060701,20060701,    7924514546.53,     338387852.80,        2.43,        2.11,        0.04,     963686530.45,  661526077752.10,    3651398789.12,    139136343,    160183932,0000000186
2006-07-01 16:25:05,2006,3,20060701,20060701,    4136321727.75,     521815210.05,        1.00,        0.87,        0.13,     246538269.23,  938175681287.24,    9882323568.92,    520237426,    597935851,0000000319
2006-07-01 20:52:02,2006,3,20060701,20060701,     375881918.62,     110655279.09,        0.11,        0.10,        0.29,     181333562.46,   22787952014.12,    1766396109.11,    998479047,   1076228692,0000000029
2006-07-01 21:55:02,2006,3,20060701,20060701,    4777372448.72,     605536042.46,        1.03,        0.88,        0.13,     569357199.27,  507518230743.16,    5854507590.76,    588005787,    689451579,0000000732
2006-07-01 22:04:00,2006,3,20060701,20060701,    1953480667.61,     953278500.68,        1.10,        1.08,        0.49,     632555709.59,  822579999295.35,    4339370398.96,    864373960,    884194370,JXLbGZVFLpXuemjUXZVvmZHPgQpRqHK                             
2006-07-01 22:24:05,2006,3,20060701,20060701,    7830799503.32,     753815330.24,        4.71,        4.39,        0.10,     447104891.37,  408846900680.96,    8756664402.20,    160196099,    171613730,0000000863
2006-07-02 01:25:00,2006,3,20060701,20060702,    9191981143.13,     851198536.66,        9.33,        8.31,        0.09,     280455665.95,  217398491673.93,    1397851671.33,     91226074,    102490214,WDgzUZNxEQmyFsHDoROopKTxXNMJTbWgGi                          
