pts,year,quarter,quarter_start_date,posting_date,revenue,earnings,eps,diluted_eps,margin,inventory,assets,liabilities,sh_out,diluted_sh_out,co_name_or_cik
1991-01-01 02:06:00,1991,1,19910101,19910101,    8432513916.60,    5573115128.19,        9.66,        8.10,        0.66,     998253064.95,  318922672040.99,     159540194.75,    576921896,    688201165,mpCtHGHMzRmRSOWhCSWIitSDekVuZAVlHmMDCcBYd                   
1991-01-01 02:28:03,1991,1,19910101,19910101,    6860632021.73,    2980532318.17,        4.04,        3.67,        0.43,     477545633.23,    2334445971.09,    9531049336.38,    737256707,    811400755,APIemUAnWYRCcEsLL                                           
1991-01-01 08:10:00,1991,1,19910101,19910101,    8751292639.35,     147595997.28,        0.24,        0.20,        0.02,     316285963.49,  743248704155.42,     552900335.63,    621682432,    736860990,qzuJbEnLbLOlOtyvsWNfYJGAxriKRxn                             
1991-01-01 13:12:03,1991,1,19910101,19910101,    9077826260.25,     512056538.15,        1.08,        1.00,        0.06,     219077695.11,  590339341890.99,    3866476343.35,    473789841,    513954691,kpZThzGHPbywXhJvxbNX                                        
1991-01-01 14:57:04,1991,1,19910101,19910101,    1034050415.15,     150029382.76,        0.35,        0.34,        0.15,     202138269.59,  632657225105.37,    9423346528.54,    423543827,    438160629,0000000376
1991-01-01 22:23:02,1991,1,19910101,19910101,    8024340838.33,    2058188777.24,        5.79,        5.58,        0.26,     675522391.13,  409514739441.57,    9665049691.91,    355326194,    369150536,jIAtsbHBIemBBDWrbpHQGsiqSfCBsJzwJDSuONJMOfkfIEDCQbVajtpTA   
1991-01-01 23:43:05,1991,1,19910101,19910101,    5620958403.39,      50656028.26,        0.15,        0.14,        0.01,     774967597.37,  300546300998.56,    5615115643.03,    331771978,    359693613,0000000533
1991-01-02 02:48:04,1991,1,19910101,19910102,    8325169282.27,    5289121602.35,        5.66,        4.89,        0.64,     435777002.55,  404620604101.02,    4527263674.66,    934519443,   1081288421,jPRWufSTqWOCAlsdOXSJVGOFtTJAiPihfAJyABYiGaErrBzCkZecwmJG    
1991-01-02 07:56:03,1991,1,19910101,19910102,    7619211740.58,    3118568798.25,        6.86,        5.79,        0.41,     124320150.88,  953560955314.59,     783141546.79,    454276396,    538543460,ZDLIAhXUslijQGAkFRLuXcZdEdACzpQbbHxgWK                      
1991-01-02 13:20:04,1991,1,19910101,19910102,    9117037710.39,    5574203561.09,       10.34,        8.70,        0.61,     141828124.72,  408976185895.02,    7006206587.22,    539003776,    640878705,GMMVEDTptKeuKPLmwqtGMoENLIQVRRdqUWPfm                       
1991-01-02 20:53:05,1991,1,19910101,19910102,    3302678868.13,      33348626.39,        0.33,        0.29,        0.01,     585101158.83,  198262545717.60,     933574934.82,    101515110,    114132968,oeZLMWToRwrbeQgJWDgaGDLoPJbyjlCmkpftuarAh                   
1991-01-02 21:58:00,1991,1,19910101,19910102,    7718485496.42,    1405120530.74,       35.89,       35.49,        0.18,     637664194.85,  319966432860.85,    5706609574.56,     39145639,     39592439,0000000519
1991-01-03 06:11:01,1991,1,19910101,19910103,    6365673480.29,      69995276.30,        0.10,        0.09,        0.01,     405300385.32,  989816450437.24,    1532648872.53,    727250550,    804730178,0000000440
1991-01-03 09:21:03,1991,1,19910101,19910103,    5341646324.34,    1710224986.26,        2.02,        1.99,        0.32,     461544535.10,  162095802171.68,    8220270722.02,    847122614,    860774972,0000000042
1991-01-03 14:58:03,1991,1,19910101,19910103,    1527736073.21,     431853432.41,        6.26,        5.49,        0.28,     584435949.50,  423316521266.05,    8908454845.52,     68972441,     78684805,0000000424
1991-01-03 18:19:02,1991,1,19910101,19910103,    4872716412.85,    2689057450.80,       17.81,       14.94,        0.55,     501498751.39,  448761405169.59,    9311421638.40,    150975980,    179940803,jlkBZXPcVEbEkvquHcRWHHHVGNQxJWnBWpCCCKENWGMjHFABR           
1991-01-03 23:54:00,1991,1,19910101,19910103,    8983869018.21,    2911865624.99,       32.85,       29.76,        0.32,     931400554.69,  439916467631.86,    5292172283.28,     88643627,     97838924,0000000267
1991-01-04 00:47:00,1991,1,19910101,19910104,    4441368741.45,      98347158.31,        0.14,        0.12,        0.02,     233892076.23,  705570107495.20,    1997622548.29,    703020803,    813084425,0000000248
1991-01-04 06:59:05,1991,1,19910101,19910104,    2101103233.24,    1161549419.57,       38.28,       35.94,        0.55,     232827406.28,  365290226445.86,     649950575.32,     30341015,     32319592,0000000247
1991-01-04 11:31:05,1991,1,19910101,19910104,    1793203250.12,     642196137.60,        1.10,        0.93,        0.36,      10168520.82,  511411126630.12,    5372058482.03,    583188930,    686987058,0000000484
