pts,year,quarter,quarter_start_date,posting_date,revenue,earnings,eps,diluted_eps,margin,inventory,assets,liabilities,sh_out,diluted_sh_out,co_name_or_cik
1976-01-01 05:46:04,1976,1,19760101,19760101,    8780009828.22,    1567902944.35,        2.16,        2.09,        0.18,     290018074.03,  637422222284.92,    3632423517.94,    726133836,    751282407,0000000103
1976-01-01 07:28:02,1976,1,19760101,19760101,    1642943449.20,     185083759.77,        1.05,        0.94,        0.11,     790609247.06,   62999129249.07,    4005992727.85,    175909062,    197949083,RPUZTnurVHysAeUvfJCuQGKgkSuI                                
1976-01-01 10:09:03,1976,1,19760101,19760101,    4675156695.83,    2485717359.64,      341.93,      299.78,        0.53,     518811835.72,  756660188989.53,    4945640464.15,      7269633,      8291707,zSzyZVwpMSypTaf                                             
1976-01-01 22:55:02,1976,1,19760101,19760101,    6865919331.06,    2246699332.83,       18.10,       17.34,        0.33,     381007587.07,  512385954770.31,    2809303806.03,    124143954,    129595399,YYWNUBgKrUQqeNVxhaBH                                        
1976-01-02 07:24:01,1976,1,19760101,19760102,     221060861.16,     129728304.55,        2.63,        2.53,        0.59,     335745583.47,  873663313011.10,    1494047086.39,     49256965,     51341257,cbOBYMxWQHmHPdBYbLJCDSnTUlNTvGmLYmpMW                       
1976-01-02 08:02:05,1976,1,19760101,19760102,    4047020130.63,     953811450.23,        5.09,        4.66,        0.24,     876603051.16,  616901111234.50,    1160372286.06,    187559025,    204490191,WxxNZDKOUIphIDynLKAGWdWOHvjWKHX                             
1976-01-02 21:34:00,1976,1,19760101,19760102,    6610333542.01,    3346491822.56,        8.72,        8.00,        0.51,      97154871.24,   68468312162.41,    8525393450.24,    383790928,    418349285,PjAsFFDwrzbCWsxvBvIUzi                                      
1976-01-03 14:50:04,1976,1,19760101,19760103,    6888924381.20,     434035657.96,        1.70,        1.45,        0.06,     168771897.08,  306524908500.25,    9349365769.79,    254920284,    299528044,lIRsVCjCGyLYVBLBOyudOxlQksDSOrdlP                           
1976-01-03 22:15:05,1976,1,19760101,19760103,    2641740741.30,     465883982.41,        0.89,        0.78,        0.18,     758587929.39,  130638576439.21,    2671246194.18,    523906057,    594101639,0000000211
1976-01-04 05:49:01,1976,1,19760101,19760104,    9787602016.05,    2270913322.31,        2.73,        2.43,        0.23,     775261672.35,  456228583398.32,    7700566420.50,    833362362,    932953507,rqMbvwSCBGYCGMEPKQeELcTKYUzuwRMWTqYPIirIgRbOCStxEXLeiAEZJCb 
1976-01-04 19:57:01,1976,1,19760101,19760104,    4936635000.23,    2555756969.34,       14.40,       12.84,        0.52,     363632710.50,  403052601753.30,    5671922116.32,    177453865,    199081346,BELJVClFSUDWQNFrxaHxDDEMSOMNqTeWbFtIh                       
1976-01-05 07:16:00,1976,1,19760101,19760105,    6250607606.26,    2908573861.94,        5.17,        4.49,        0.47,     540870531.90,  851860924417.42,    2030664190.72,    562324496,    647249278,0000000074
1976-01-05 15:47:04,1976,1,19760101,19760105,    5704971849.70,    1345898545.29,        1.66,        1.57,        0.24,     843779816.94,  712150482253.27,    1606983464.44,    811077327,    856850798,0000000079
1976-01-06 07:35:05,1976,1,19760101,19760106,    6232123226.63,     828017523.29,        2.90,        2.79,        0.13,     494377018.56,  638828439567.43,    2712906464.49,    285798634,    296925196,0000000127
1976-01-06 12:48:01,1976,1,19760101,19760106,    9055374979.36,     783673721.27,        1.06,        1.05,        0.09,     371317379.33,  311201367863.18,    4015313064.10,    739236392,    743077711,0000000175
