pts,symbol,issue_type,status,name,ex_id,sh_out,first_trade_date,first_exchange_date,dividend,co_name_or_cik
2002-12-29 20:46:01,AAAAAAAAAAAABZV,COMMON,INAC,neoTTgfP YfSyCQNGJI yTelXUpaGiIYgJ oEYtRvjWWOzKIRVbzuzDwDOOS          ,AMEX  ,957208567    ,19570621,19291025,        2.51,XrWiboLxUQlnSBFaqKaSNnLmzFxabLyNHe                          
2002-12-29 20:51:02,AAAAAAAAAAAACEH,COMMON,ACTV,B VUthlfyRyDXXtrZQQMfhgMhEkATKhNxPDeSmHoxCikBqGrnOszRM                ,AMEX  ,416928933    ,19120609,19440215,        0.84,CdPrLFSkNOLDwqUiYJfEmiay                                    
2002-12-30 01:48:02,AAAAAAAAAAAACEC,PREF_B,ACTV,BzDEdWLCeUfyEC uZsfT jNZjJJDr                                         ,AMEX  ,119949197    ,19530314,19051001,        0.93,GMVyPigMjOGOWoPxdDwGgnRvywGWpPLZbDNkZTnfnknyKnRjBNz         
2002-12-30 06:39:02,AAAAAAAAAAAACEI,COMMON,ACTV,RDqDRZVetqumIIfGYbfonJUjaVAtsrIKaUjLjWr cQtpSOHKfoH AVDRWHnKRSuI      ,NASDAQ,578745766    ,18611227,18760607,        2.25,KTiTvmnnMnYStdBzZVcfdoUNeBwLNlRJXgDFyRJmgGAfUBSOUyAHvNRCbnB 
2002-12-30 13:16:05,AAAAAAAAAAAACED,COMMON,ACTV,sCTinxJbAYUZXjOkVdKVZOLmAUFoIpnwIlUHaPuvncSOdDmPeCeCzmNIBD            ,PCX   ,146525010    ,19881210,19851129,        2.44,0000000489
2002-12-30 20:39:05,AAAAAAAAAAAACEJ,COMMON,ACTV,QivOYywNKhxWEdihPnhVMhkfzBTkbKPKWWA wgsFHEfRGPYgQP                    ,NASDAQ,766080611    ,19660803,18680123,        1.06,tHawZwuqIeFLblmTregRkVuBCurMn                               
2002-12-30 21:35:04,AAAAAAAAAAAACEE,COMMON,ACTV,hQNGikUXjdeyiOjZONoFslJIyOTPqoYHiAluYNPTCBWsdMVxqzvMuOLwMoqymE        ,NYSE  ,662291226    ,18850707,19280629,        0.48,AYWLbKUbzqFrLzXGDedsVpHWpnwOOOnNgjATRlRbAf                  
2002-12-30 23:21:02,AAAAAAAAAAAACEK,COMMON,ACTV,KPpRRCmQaIubDXjREDTTN xqqWKPBqfIlu                                    ,NASDAQ,20268621     ,19940228,19680408,        0.99,xwUeKlAXCyVluTvkPrnFWdDOIjPXQiSTZrcGYVmDvqyIciJsrMAn        
2002-12-31 02:54:05,AAAAAAAAAAAACEF,PREF_A,ACTV,PQijiHmuOJIuWdMoJZmiDTxydyXYaKonILjrJvLRYr                            ,PCX   ,131381894    ,18600522,18921027,        0.26,oqZJErVZEEbmwiUkSzytJtGAVoFPQXbJDpvvTlPCOuoWlnfVe           
2002-12-31 10:14:02,AAAAAAAAAAAABMX,PREF_B,ACTV,XXuoEiemSHKyXdbWEHPsNoUUrUTzweqXuoJH ivxHUc                           ,AMEX  ,508482561    ,18670214,18670828,        2.30,ULgCIfEYXJhJMVKaIiBaigqcNUMwsESebiWhZypXBMaCEaOIWKrZt       
2002-12-31 15:17:02,AAAAAAAAAAAACEG,COMMON,ACTV,AwZnfZLhZwfu kaVIwYYrcftUErfPcAMjYWaQgNDeDwSKizWEcgETA                ,NASDAQ,751190546    ,19710524,18760213,        1.48,0000000258
