pts,symbol,issue_type,status,name,ex_id,sh_out,first_trade_date,first_exchange_date,dividend,co_name_or_cik
1977-03-24 23:05:02,AAAAAAAAAAAAAUN,COMMON,ACTV,GWoArihxjBUYfSmNBRKsHLAIVHOaqvgMTgIUydDCXhQucBEHCuQASc                ,PCX   ,478754025    ,19130710,18641211,        2.54,BplMAbfFlMgwSbbmAJYYyizEnBKWD                               
1977-03-25 02:21:05,AAAAAAAAAAAAAUQ,COMMON,ACTV,qjGAReyFmBE                                                           ,PCX   ,702759639    ,19391205,18580404,        0.91,0000000108
1977-03-25 14:32:05,AAAAAAAAAAAAAUT,COMMON,ACTV,FsDrqOpqOdDmpKOQGVGGZfRyEvuuMiLxCRWB CXdJAaMPFPcx                     ,NYSE  ,4263278      ,19671105,18850406,        1.05,OCCqgHNKVmnHCpUWqcpvGPKChBNBKCjbMjChCqPYLlDYAX              
1977-03-26 07:00:02,AAAAAAAAAAAAAUL,COMMON,ACTV,UsqfV WIyOepQ GbHmnh                                                  ,AMEX  ,399232067    ,19220722,19760110,        1.40,YlpflHftvhFRyvQtIBh                                         
1977-03-26 21:16:05,AAAAAAAAAAAAAUO,COMMON,ACTV,jTVJVqAOJLlasqxHJRRgIJMvDXEHpFIl                                      ,AMEX  ,614587622    ,19680621,18920423,        2.10,0000000080
1977-03-27 02:56:04,AAAAAAAAAAAAAUR,COMMON,ACTV,FSQvwmRxrFjKNhHEWQ auGFJKRfLVJeibFGfutr                               ,PCX   ,775258575    ,19340622,19640922,        1.07,0000000067
1977-03-27 06:36:01,AAAAAAAAAAAAABI,COMMON,ACTV,WHpOvMWRCIpApLSaAbOufEwPEoGthvRFJHlUMNf                               ,NASDAQ,36590580     ,19331001,18961207,        1.21,0000000047
1977-03-28 06:05:04,AAAAAAAAAAAAAUM,COMMON,ACTV,KwhwdHVLoQpRSnDBKExDqoINHZRwxuhKOMKh vsrtcOJXHMNSxn                   ,NASDAQ,797978413    ,18870412,19521220,        0.43,0000000259
1977-03-29 16:35:04,AAAAAAAAAAAAAUP,PREF_A,ACTV,JLLpnuHuJsNMvTrwAGCaknOCMqszsfFPFuHUXKVWEGcCsouKUkyJdhTyGC            ,PCX   ,335875294    ,18911202,19670510,        1.58,0000000122
1977-03-30 20:32:04,AAAAAAAAAAAAAUS,PREF_A,ACTV,XylqCHvIhyDjKOKAQhKjMpdnXVKW                                          ,AMEX  ,613488258    ,19250829,19140720,        0.82,0000000078
1977-03-31 11:05:01,AAAAAAAAAAAAAAX,COMMON,INAC,TVaBQJTNUPgjQjZJjaNhfJuogfpRCzIhqIDaFPFyGxQIpMhNtiDmLgg J             ,NASDAQ,356243901    ,19600912,18501102,        2.00,nUSbwozHKnjEMwDGEwifsBDVkWMEUCXcZRAlqaRyXugMDSPCvILEtSe     
