pts,symbol,issue_type,status,name,ex_id,sh_out,first_trade_date,first_exchange_date,dividend,co_name_or_cik
2008-03-30 10:43:02,AAAAAAAAAAAACLK,COMMON,ACTV,AkHCeIOIQTOybY OXSVGxhMSHzgvKNeLBjGOnpNVnNpMxitzPjUHMVGM              ,PCX   ,37006944     ,19801109,20001018,        1.18,XxTsSVWDiCUCqQCKFTueUrOoI                                   
2008-03-30 14:53:04,AAAAAAAAAAAACLJ,PREF_B,ACTV,YloMzMSgTOwaHkDmFMkIPjTxJgFVNVJsSGQnGdxNrKepgB                        ,NASDAQ,768000563    ,19211020,18530806,        2.07,VzmhsTOBUyEAOAPzCuQJbAnyKSOq                                
2008-03-30 17:26:05,AAAAAAAAAAAAABY,COMMON,INAC,pXkNVnOqNDTPNXjaxzRIamtDFiPOLFCQACQxeErK OkGao                        ,AMEX  ,783161469    ,19151015,19321212,        0.75,0000000024
2008-03-30 20:28:03,AAAAAAAAAAAABMS,COMMON,ACTV,BfJQmKJWzUGHcFAMiGEPNbVmYZblMIyJDONMkGnBEWehLFSMNW                    ,PCX   ,475711206    ,18660324,19610115,        2.54,0000000650
2008-03-31 01:53:00,AAAAAAAAAAAACLR,COMMON,ACTV,iClOdVAgKTlTTjsdancZJZTQTTAQEaUyFQJCErOGuCSXmxNJpDx                   ,AMEX  ,873433925    ,18861021,19130315,        0.46,MdQGIpzuJDlHORzRO                                           
2008-03-31 07:11:04,AAAAAAAAAAAACLQ,COMMON,ACTV,ClpFPz JQI                                                            ,PCX   ,117371870    ,19070305,19441209,        0.21,pFetWbXjYwPymiZqfuGpSpmNyAHvpQVpaIGMXAAHu                   
2008-03-31 08:46:05,AAAAAAAAAAAACLP,COMMON,ACTV,YwnPmkGiDReFGYgfOdd                                                   ,NYSE  ,759711322    ,18701023,19330720,        0.16,0000000812
2008-03-31 16:43:02,AAAAAAAAAAAACLO,COMMON,ACTV,bCJWPFLRmHvPMJVLorSRHWVjZHfLJYThvKYUKXHAMSVYiq                        ,PCX   ,596405994    ,19390909,19331226,        2.10,PXnQrBoBIAwBnkhy                                            
2008-03-31 16:49:00,AAAAAAAAAAAACLN,COMMON,ACTV,MiKKBaJGHFDRYDHftYrifZoWHsMZpNMBsLZGhmxYGVJokDXNleURujljGfaUHHDV      ,NYSE  ,356011942    ,19470703,19900810,        0.45,txCMrNCUvqFOpEXXHDHWlhojNXVVZdRlpX                          
2008-03-31 20:30:05,AAAAAAAAAAAACLM,COMMON,ACTV,bDyTvJmFaJOMimRL cHAFJBuHSCGNbnLKLSQvvGWtgzmzQYIrnGmnWUyrpqzlmmSYEiYES,NYSE  ,263362872    ,19780503,19820403,        1.05,0000000829
2008-03-31 23:59:05,AAAAAAAAAAAACLL,COMMON,ACTV,STTJeGtBfVELJFJk nHWDTQpFVzmgOGBpBvxDvXVSMrxLBD                       ,AMEX  ,188417629    ,19910827,19900610,        1.20,oKkAATNokXjrQLRWAROnOxvqDGAXvlC                             
