pts,symbol,issue_type,status,name,ex_id,sh_out,first_trade_date,first_exchange_date,dividend,co_name_or_cik
1968-03-19 17:14:00,AAAAAAAAAAAAAIF,COMMON,ACTV,IAvRVsOtEtvVHDGn                                                      ,NYSE  ,901322813    ,19150914,18610714,        0.16,0000000045
1968-03-22 16:44:02,AAAAAAAAAAAAAIH,COMMON,ACTV,LnfCWbKYnRXRuplNENsXR                                                 ,PCX   ,680470309    ,19620317,18820601,        2.95,RICOfhFDpPHwKRHsmPHYTpTzGDeJMQruPEEdPICrMiweHGwOFQYNoQXZWIjN
1968-03-23 06:16:05,AAAAAAAAAAAAAEO,PREF_A,INAC,nFZNFQbfmeCVCLspLFIulAqFCDPuwYJuJNRKROFhWJLEIJFQsMOcVojIVFVUDOfcJw    ,AMEX  ,502496617    ,18711104,19030911,        2.00,0000000012
1968-03-25 05:23:05,AAAAAAAAAAAAAIA,COMMON,ACTV,ruIhEkALnTiMMypV                                                      ,PCX   ,140719810    ,18840118,19000124,        0.61,0000000071
1968-03-26 08:46:03,AAAAAAAAAAAAAIC,PREF_B,ACTV,inJSBvNTodGJJKUbRwPNZTAohqpPEwPhbCD                                   ,NASDAQ,464454243    ,19201116,19570608,        1.76,0000000039
1968-03-27 01:15:01,AAAAAAAAAAAAAIE,COMMON,ACTV,ZCDnikHAeVqwmkWAJiqeFBZIWzzQeAalVLsrNtqXTBJLvUffjJVaRUyyTDbf          ,NYSE  ,178264525    ,18840416,18510731,        1.91,0000000057
1968-03-27 23:10:05,AAAAAAAAAAAAAIG,COMMON,ACTV,RHy OGxUmVRGwfhpdGMOkAFedfxhmAWnNvTGQNhekYrBOrjhQTVFOViEuPccqZUIBnVip ,NASDAQ,439599461    ,19521022,18530116,        1.11,0000000073
1968-03-30 05:22:03,AAAAAAAAAAAAAHW,COMMON,ACTV,tvGCZLSwKXUTEmTeOQlWVYjJtNXDnFgIWvaDRgICAfMuMj                        ,AMEX  ,502545437    ,19420628,19120116,        2.68,BlzKUNpcdbxQGHwUAaQlIXGgyZmHnyRREOKBwpXvXwwWEOWiNJVMXWALS   
1968-03-30 13:21:03,AAAAAAAAAAAAAHZ,PREF_A,ACTV,yScspnVHBHSSBEcdDcQEdNTWAGBcSjUufApc                                  ,NASDAQ,303443235    ,19520807,19320419,        0.62,hUAyAuPbTqDYKLMtyUtVl                                       
1968-03-31 02:27:04,AAAAAAAAAAAAAIB,COMMON,ACTV,LxiXYRKrLhQgkPiPOpNCRAgxOx fMAa                                       ,NASDAQ,169955764    ,19150901,18720123,        0.53,GQgODZYcTEajaEMYDrWGoMdiJOENBaMGcnwYwuNTRPoOXXVjWD          
1968-03-31 23:59:05,AAAAAAAAAAAAAID,COMMON,ACTV,USRTTApOoKMZzyWaJoVAVCqFnBjAABFRtoUDWaQK                              ,NYSE  ,187788010    ,18990718,18571226,        0.91,0000000048
