pts,year,quarter,quarter_start_date,posting_date,revenue,earnings,eps,diluted_eps,margin,inventory,assets,liabilities,sh_out,diluted_sh_out,co_name_or_cik
1983-10-01 00:32:04,1983,4,19831001,19831001,    9244793084.38,    4519096448.91,       47.09,       39.28,        0.49,     813875144.81,  144123913109.90,    9163758047.92,     95963820,    115043865,XYreLZjfxjBvJEfNhCshSXODGqAEflcAGWqaGNKjBdRnGBML            
1983-10-01 06:18:03,1983,4,19831001,19831001,    1762788237.73,    1080862891.41,        1.13,        1.06,        0.61,     899198139.81,  778647106642.88,    5060939682.27,    959238930,   1019449620,XbTdxPHplrvWLNnFQtOJgg                                      
1983-10-01 10:42:03,1983,4,19831001,19831001,    2879525283.57,    1898784665.23,        5.67,        5.55,        0.66,      91766132.65,  919542180381.70,    3268159244.65,    335133086,    342036333,0000000228
1983-10-01 13:36:02,1983,4,19831001,19831001,    4698549488.78,    3097730521.04,        3.45,        2.89,        0.66,     131859576.92,  364130378658.83,    9598620222.71,    898818993,   1071169222,0000000193
1983-10-01 18:40:01,1983,4,19831001,19831001,    9185072548.75,    2031555939.32,        4.35,        3.97,        0.22,     603508508.77,  812936684991.48,    5240164948.03,    466582811,    512318760,SBFKXVFUmdJrWYcDBlFiDanSgUiUEfNxPNhcZmJDqCljhfSQqjGiwCO     
1983-10-02 00:10:04,1983,4,19831001,19831002,    9101001296.13,    4842217414.48,       25.09,       21.75,        0.53,     225032442.82,  740995123880.32,     441478757.58,    193024829,    222594919,0000000410
1983-10-02 08:39:02,1983,4,19831001,19831002,    7076148007.65,     531442874.30,        1.10,        1.08,        0.08,     158845654.81,    3717837732.68,    9023651908.22,    484476040,    493391521,0000000057
1983-10-02 11:15:05,1983,4,19831001,19831002,    2495231855.64,     813395803.94,        4.09,        3.85,        0.33,     208664157.44,   19484880251.21,    5480189574.97,    198864267,    211185650,YtvHEQBjudJlIIctWcFxmnzyLLXwZIjQbTYYSJjShQPPW               
1983-10-02 15:16:05,1983,4,19831001,19831002,    1990788267.71,    1124652839.97,        1.81,        1.58,        0.56,     155021462.81,  478751659048.79,    7983887965.17,    623072555,    713364085,NCagiwwwgLbKUGJnDXPlFVVlKLdiMGGxNxCFEAnCZXYAyG              
1983-10-02 21:51:00,1983,4,19831001,19831002,     291958872.43,       5385654.98,        0.02,        0.02,        0.02,     921048524.43,  930487096679.55,    5537245395.89,    318432295,    338054327,dGTSaPOJMHvtCCHelvrPOQXnY                                   
1983-10-03 00:43:05,1983,4,19831001,19831003,    8663038773.41,    3605909238.68,        4.17,        3.55,        0.42,     731519789.72,  313134431319.18,    2406096243.87,    865098344,   1015597436,AChNrBRFTkjZjDXSGVlG                                        
1983-10-03 09:34:01,1983,4,19831001,19831003,    7870900629.43,    3602662182.46,        5.34,        4.69,        0.46,     538402945.42,  512566787882.74,    4858776429.44,    674450636,    767878541,XiKcfZmoGQnBHAdYEzmdTwSdbIDPEXDvLJbgRSdkrsLGrsJIESgMl       
1983-10-03 18:01:04,1983,4,19831001,19831003,    4165096602.86,      18048392.97,        0.02,        0.02,        0.00,     652062019.11,  329829930600.95,    7825501006.23,    955582037,   1031702971,FCkieDvUWMfVyEKAHEIeYGbEUgOLAzaQpgKUXJ                      
1983-10-04 05:36:03,1983,4,19831001,19831004,    5969351369.88,    2503146013.50,        4.12,        3.55,        0.42,     815614060.01,   48750991142.66,    5139311498.13,    608256223,    705410388,VKlFVflqvUNrdKNrIoOVxVCiqTGSlegXZeTCViATHLVV                
1983-10-04 07:27:05,1983,4,19831001,19831004,    3687699978.02,    2021466441.84,        6.12,        5.40,        0.55,     786461056.93,   25280624281.82,    4015245950.79,    330113232,    374047749,0000000081
