pts,symbol,issue_type,status,name,ex_id,sh_out,first_trade_date,first_exchange_date,dividend,co_name_or_cik
1999-09-28 19:07:01,AAAAAAAAAAAABZU,COMMON,ACTV,TyOqCeUTEQEmazLHMQZBitQLc uumxQmFJJRbNXjwbERBxUvDNsrtkzRFUAjUEqTS     ,NASDAQ,723822459    ,19941120,19211221,        2.61,0000000523
1999-09-28 22:01:01,AAAAAAAAAAAABZW,PREF_B,ACTV,YJAIBSWqYqtjPTZ                                                       ,AMEX  ,30347321     ,19760526,19170430,        1.95,0000000595
1999-09-29 02:30:04,AAAAAAAAAAAAAZK,COMMON,ACTV,dzJOXeLzyyulvI zvBXxJFtILSwJQwlLddLbbWHClhVejjpvGRnLACbn              ,NASDAQ,918922575    ,18681020,19720219,        2.69,0000000266
1999-09-29 04:40:05,AAAAAAAAAAAABZP,COMMON,ACTV,lBBWoBFDvPxDEdKOIURfI yOLzpbHgBtPHCDvSAuNCGlmXvNZLhdrPGNFUUdYpDrJ     ,NYSE  ,999791942    ,19701105,18760326,        2.88,0000000576
1999-09-29 16:41:01,AAAAAAAAAAAABZR,COMMON,ACTV,aFaPhFIFXkNvIeznLFIpYvvmMcwPUOQWBuXyseqsOuxetrEV                      ,NASDAQ,982150161    ,19880926,18600104,        0.54,MeBrscyIWSJmfpAWPIFOxMNIJUduDrCUaWAJamKU                    
1999-09-29 23:11:01,AAAAAAAAAAAABZT,COMMON,ACTV,LMQTnjOmKZJHjSFRPWCKOoQLHCJPRvLaGZCOcjdROqSjAnYtzSfPT SU              ,NASDAQ,939988077    ,19300617,19610509,        2.30,xaQypXUjVekirwCOALeuBAPkgELLSoxMCUmU                        
1999-09-30 03:02:01,AAAAAAAAAAAABZV,COMMON,ACTV,neoTTgfP YfSyCQNGJI yTelXUpaGiIYgJ oEYtRvjWWOzKIRVbzuzDwDOOS          ,AMEX  ,957208567    ,19550306,19280210,        2.51,XrWiboLxUQlnSBFaqKaSNnLmzFxabLyNHe                          
1999-09-30 05:06:04,AAAAAAAAAAAABZX,COMMON,ACTV,DKrwLShJezPmUpd                                                       ,NASDAQ,657038890    ,19030207,19110629,        2.02,0000000670
1999-09-30 08:58:00,AAAAAAAAAAAABKL,COMMON,INAC,MSOAcLI lFANqEOIPwwiXSwOGlrERfIDzRPoOgCnUiQpiSwahg                    ,NYSE  ,470597920    ,19281016,19080802,        0.76,0000000004
1999-09-30 14:50:00,AAAAAAAAAAAABZQ,COMMON,ACTV,a ThIjyRafRxERnjEkhdnPEQ YrazHbuPzWSf zKIIUQAr                        ,NASDAQ,519815850    ,18940322,19361014,        1.73,qCLAonhOZoDWmAlhMTIlQPXfTaSiDuHyydYZpACXFMZWRf              
1999-09-30 21:26:03,AAAAAAAAAAAABZS,COMMON,ACTV,hWXABk oUSFatgOHlJjRcyaISTymjnLwYWIZ                                  ,NASDAQ,464507423    ,19061117,18811108,        2.95,tvSFcCQtEywTlgDTDcLJCLU                                     
