pts,year,quarter,quarter_start_date,posting_date,revenue,earnings,eps,diluted_eps,margin,inventory,assets,liabilities,sh_out,diluted_sh_out,co_name_or_cik
1996-01-01 03:51:00,1996,1,19960101,19960101,    5695480819.14,     704129750.37,        1.09,        0.96,        0.12,     803418808.39,  468049295618.58,    5897900952.72,    648131492,    733523828,0000000121
1996-01-01 04:51:01,1996,1,19960101,19960101,    1029590679.24,      52231645.99,        0.18,        0.15,        0.05,     735144290.44,  817213582913.57,    1286100964.60,    291365509,    339324269,BDIjuGRKsdKntdoOHrGTdEpEMPxba                               
1996-01-01 10:59:05,1996,1,19960101,19960101,    8856996892.46,    4427056645.72,       21.35,       20.73,        0.50,     731438365.05,  829656184303.98,    8684078126.15,    207320856,    213606596,0000000434
1996-01-01 17:33:05,1996,1,19960101,19960101,    4174631245.32,    1110073330.75,       26.73,       25.18,        0.27,     225721354.19,  138724366332.66,    7971056298.18,     41530762,     44091802,0000000428
1996-01-01 22:46:05,1996,1,19960101,19960101,    5828338623.51,     239816933.84,        0.69,        0.65,        0.04,      75415879.53,  167746039516.11,    2214707055.37,    347574948,    371140320,VKglnFBQTmHKbkhURWViVkJPWJMHHYGIvBBIOlSNDmPLWjCc            
1996-01-02 06:25:01,1996,1,19960101,19960102,    4275290077.93,    1613473132.63,        7.55,        6.37,        0.38,      82609940.80,   16170101201.50,    9862928977.67,    213739944,    253404111,iCDHNVZecAFZqaOJkFvAodqtVkSpElXlEjHAWnJkgEcLcBKMeEFFXSKbRc  
1996-01-02 09:08:01,1996,1,19960101,19960102,    9248253473.61,     767787896.74,        3.13,        2.61,        0.08,     323829083.70,  499631999033.47,    5430686497.83,    245490603,    294082934,SDOiboZkRWRFMPcVEwXbFEBUSlnXWE                              
1996-01-02 09:56:03,1996,1,19960101,19960102,    7553711252.79,    3807716479.85,       29.53,       26.07,        0.50,     908218585.92,  818098804669.26,    2354382167.79,    128939145,    146066125,VIJNpBbHeDOOCVazAyUFSaGezZJtLRTuLEIzkO                      
1996-01-02 12:49:00,1996,1,19960101,19960102,     584834720.40,     202970359.81,        0.33,        0.28,        0.35,     676848427.85,  207938405985.18,    4888265299.25,    610661243,    712530247,LHYFPyNOiVpqGprGPgbCWMQNaqWjseUuRpgDRUOGgJQyBW              
1996-01-02 17:53:04,1996,1,19960101,19960102,    4826155250.40,    1709823088.05,        3.78,        3.19,        0.35,     779245949.00,  871159491774.59,     323542415.65,    452921773,    536720108,0000000356
1996-01-02 17:55:04,1996,1,19960101,19960102,    6899723690.13,     475423220.66,        1.24,        1.05,        0.07,     131661280.46,  297690452302.55,    6188564550.75,    382339195,    454119681,ZoXMZCZicDeSGNYHLPkeEPxCafMQuVCdxzxoPPI                     
1996-01-02 18:26:03,1996,1,19960101,19960102,    7003990631.32,    4372017284.33,       15.08,       14.49,        0.62,     816692277.43,  966179950297.78,    2846252889.20,    289927270,    301639592,QHHuZyDqgsKLdjOYTImSAhRExJnAelRZMlPQBnepXSQNQezLPcwRHZ      
1996-01-02 19:53:00,1996,1,19960101,19960102,    4973559664.26,    3289121124.24,        6.62,        5.67,        0.66,     740547247.16,  394534924959.33,    3040662776.49,    496654346,    580546327,0000000339
1996-01-02 22:04:01,1996,1,19960101,19960102,    9992205755.37,    5944682748.16,        7.48,        6.41,        0.59,     200100059.22,  903128325297.66,    2734067573.93,    794713362,    927304117,BzijSDvPCIJvDDDXrPdu                                        
1996-01-02 23:10:00,1996,1,19960101,19960102,     780939340.05,     231543778.46,        0.24,        0.23,        0.30,     264602608.82,  588649973648.16,    6377844853.52,    980842320,   1004946240,HMrTXQhEEVrLHrNKPYWiOMAJojqEqwZLugVKrXsyh                   
1996-01-02 23:57:00,1996,1,19960101,19960102,    7499689910.52,     181093453.42,        0.28,        0.25,        0.02,     600692158.71,  556768655667.37,    1768400080.05,    640104146,    735723975,0000000518
1996-01-03 01:13:01,1996,1,19960101,19960103,    2003085403.33,     953165733.42,        1.02,        0.86,        0.48,     624339886.66,  444799979718.99,    2738781677.48,    932582780,   1111628042,ClgfvuSryuyzvLbfiwCjvlhEFx                                  
1996-01-03 07:18:03,1996,1,19960101,19960103,    2375396599.96,    1129954511.95,        1.52,        1.35,        0.48,     157868460.50,  557647252287.94,    6255590024.03,    742524840,    838426351,0000000190
1996-01-03 08:19:03,1996,1,19960101,19960103,     757541942.95,     126818025.87,        0.25,        0.23,        0.17,     683914247.80,   36121595086.50,    7482210235.76,    516780057,    545419042,0000000306
1996-01-03 12:28:01,1996,1,19960101,19960103,    3325807205.55,     300306761.87,        0.51,        0.43,        0.09,     807020810.24,  220330361672.36,    3537195993.91,    590799083,    705258181,0000000650
1996-01-03 14:52:02,1996,1,19960101,19960103,    2143334073.87,     566570246.06,        0.69,        0.58,        0.26,     711338501.72,  321891232662.47,    3979761255.09,    823701813,    975567337,0000000357
1996-01-03 17:32:05,1996,1,19960101,19960103,     179026146.12,     106305689.73,        0.21,        0.20,        0.59,     452207605.61,   93748785252.35,     919049268.43,    507464276,    538835314,euTVhhDavLSOQtpIHXRGCMsTMFAZPwVEeixoBYeccHrTJvz             
1996-01-03 23:22:05,1996,1,19960101,19960103,    7040392480.53,    2965956437.26,        3.05,        2.64,        0.42,     503422592.86,  617643087349.86,    5445377232.05,    973866841,   1121953055,0000000495
1996-01-03 23:44:00,1996,1,19960101,19960103,    4317357587.55,    2410908929.76,        3.60,        3.35,        0.56,     361319399.61,  492686791329.67,    3966768482.86,    669698433,    719001483,kGuWhAbYouvlLoFfHlNgUXNtJZWPdDhhnaoxBVtvWWIYJTyOf           
