pts,year,quarter,quarter_start_date,posting_date,revenue,earnings,eps,diluted_eps,margin,inventory,assets,liabilities,sh_out,diluted_sh_out,co_name_or_cik
2000-04-01 06:13:00,2000,2,20000401,20000401,    4496448833.74,    2728986078.93,       43.42,       40.82,        0.61,      74424688.07,  552577918205.38,    6780609553.16,     62854398,     66847503,NKRvSsBsXTKUaUAfjodhRYdYYuS                                 
2000-04-01 12:03:00,2000,2,20000401,20000401,    7409140497.66,    4229121196.46,      148.40,      128.26,        0.57,     717943893.04,  994855903882.93,    5776803170.64,     28497797,     32972416,0000000439
2000-04-01 18:36:00,2000,2,20000401,20000401,    8428557415.13,    4867468157.01,        7.26,        6.67,        0.58,     524801284.42,  946873294231.40,     256456791.33,    670362526,    729900832,0000000119
2000-04-01 21:21:00,2000,2,20000401,20000401,    5279202691.09,    2538839802.53,       20.04,       17.27,        0.48,     496504553.04,  610450081651.39,    6658181546.25,    126705845,    146973138,QrjXBNFWFCWULHzTSuZVoDALLeqcM                               
2000-04-02 03:10:04,2000,2,20000401,20000402,    6601170962.36,    2675186143.83,        3.54,        3.21,        0.41,     220371053.40,  933422050012.11,    6801236063.19,    755905032,    834355820,0000000256
2000-04-02 06:14:02,2000,2,20000401,20000402,     847187536.24,     587961921.09,        4.94,        4.28,        0.69,     796081039.43,  832670431629.26,    2564341483.45,    118945929,    137309313,zRfEuBrvHrKyGDfpiRBTeUqPsQSTsDxPdxPXYXbVgMCGJcRviIrmxpTiV   
2000-04-02 12:18:01,2000,2,20000401,20000402,    2914975909.98,    1841163445.06,        3.67,        3.62,        0.63,     515089938.54,  572585424133.99,    3315700221.48,    501885827,    509154052,0000000590
2000-04-02 17:43:01,2000,2,20000401,20000402,    8966903265.31,    3819644057.37,       11.73,       10.28,        0.43,     285003368.48,  452656276468.67,    6941871838.86,    325635170,    371517462,0000000684
2000-04-02 20:21:03,2000,2,20000401,20000402,    6812831014.96,    2094678930.48,        2.19,        2.04,        0.31,     508543300.52,  826182860601.92,    6068323696.28,    956562677,   1024597690,mPMQctNfdlYBGEJcUJMKsAYRADEUETYwjTnFsJLBCbNRKrGOaMiTuCx     
2000-04-02 23:15:02,2000,2,20000401,20000402,    4496732537.89,     818013624.66,        1.50,        1.34,        0.18,      96945011.13,  568633487338.86,    5032309101.63,    545837824,    609125232,oEIGjLDiEiTTpvIzepEcsndnNtyNpCImIPhmdEBIXnllLDPjyBhJBeN     
