pts,year,quarter,quarter_start_date,posting_date,revenue,earnings,eps,diluted_eps,margin,inventory,assets,liabilities,sh_out,diluted_sh_out,co_name_or_cik
1970-07-01 13:59:00,1970,3,19700701,19700701,    6294569066.33,    1247072417.71,        1.38,        1.27,        0.20,     582178013.03,  458492797125.19,    6992980169.57,    900875794,    981565544,lSBXSwESnnboFFeSvHxFjlfxrwIZABfGMjiWUbhTmnRHnPFOTMlMAQnZJA  
1970-07-01 17:26:01,1970,3,19700701,19700701,    2664819024.66,     876427061.04,        4.94,        4.34,        0.33,      58807456.99,  283207533638.57,    9705473784.00,    177522941,    201891897,0000000010
1970-07-02 19:48:03,1970,3,19700701,19700702,    4527240124.03,     937705365.60,        1.45,        1.28,        0.21,     507499716.02,  333940098679.12,    9295845294.50,    644683424,    734898898,0000000013
1970-07-03 17:05:04,1970,3,19700701,19700703,    6112285654.90,    2781771504.66,       47.36,       42.06,        0.46,      29157457.93,  913950697703.80,    6793702181.29,     58732156,     66131556,ECHaPBKVWYpdOthbJqZkFxVCMtDXkRanKIEjGCNGVYWWUrDpVCCNbzIVoiON
1970-07-04 12:58:04,1970,3,19700701,19700704,    7564125416.97,    4064228781.62,        8.50,        7.59,        0.54,      85606874.41,  189240253731.41,    4078656916.36,    478164903,    535776909,0000000147
1970-07-04 22:36:03,1970,3,19700701,19700704,     157941286.90,      91233030.28,        0.21,        0.21,        0.58,     811733618.39,  919544939632.39,    5809649631.51,    431411669,    436267283,HUjtzDoCIFlMhxlznJUTHAFWmYdCArlEyI                          
1970-07-05 13:00:05,1970,3,19700701,19700705,    1634472320.09,     213581370.69,        0.41,        0.37,        0.13,     231346348.20,  676703680874.22,    8013820104.46,    526056271,    584840607,DuTVHvJAVGeGEBbTItjQmOvzOSSNUEEtPexAdWUJvXQEQUqUOOZJkcWhFB  
1970-07-06 01:52:01,1970,3,19700701,19700706,    2507637228.55,    1495838649.39,        2.07,        1.91,        0.60,     973725776.84,  176245717591.16,    9335223816.42,    721109421,    783240192,zRfEuBrvHrKyGDfpiRBTeUqPsQSTsDxPdxPXYXbVgMCGJcRviIrmxpTiV   
1970-07-06 14:19:04,1970,3,19700701,19700706,    2077527486.27,     126320094.09,        0.20,        0.18,        0.06,     900387684.66,  640434698635.94,     916215348.74,    617992220,    698514803,0000000142
1970-07-07 02:49:00,1970,3,19700701,19700707,    1363759307.26,     735746287.24,        1.57,        1.33,        0.54,      63599597.27,  930913213623.92,    6338612284.20,    467995183,    551729581,diqlqOsDpYaNQhSPBbXhMXocCDXEfNMfLDMDHOdpovsklTN             
