pts,year,quarter,quarter_start_date,posting_date,revenue,earnings,eps,diluted_eps,margin,inventory,assets,liabilities,sh_out,diluted_sh_out,co_name_or_cik
1988-07-01 08:47:02,1988,3,19880701,19880701,    2480120233.95,     511210339.67,        0.97,        0.92,        0.21,     520397747.23,  237085857141.05,    8657581441.24,    528715258,    554847874,0000000340
1988-07-01 17:20:05,1988,3,19880701,19880701,    8743843054.53,    4870765140.45,       22.76,       22.67,        0.56,     158939926.94,  781250780336.86,    2615394751.24,    213970418,    214820078,PXnQrBoBIAwBnkhy                                            
1988-07-01 19:55:02,1988,3,19880701,19880701,    4741856981.09,    2145523311.71,        4.01,        3.81,        0.45,     859044447.84,  321672089418.24,    1654777333.76,    534622547,    563492945,0000000011
1988-07-01 21:47:03,1988,3,19880701,19880701,    5102595815.56,    1653053709.76,        1.83,        1.75,        0.32,     927530261.36,  762207517989.30,    5050110804.01,    903951769,    944454309,WKHSDaFEDSYXOynePKHWBGLeJ                                   
1988-07-02 01:23:01,1988,3,19880701,19880702,    7732059042.16,    4844555295.14,       10.18,        9.20,        0.63,     813390704.10,  737369216337.83,    8585598643.57,    475731074,    526793011,gabfHxDslnNqJhBIFAQLcSMsSSipIQCAwLMMyfBTFHEiRXQOXGkp        
1988-07-02 10:46:05,1988,3,19880701,19880702,    9537558084.94,    4751712984.82,        7.11,        6.83,        0.50,      48382269.96,  824605362461.88,    5865081734.29,    668504083,    695882465,LBCJCFAHIVbyCzDMVdhyohnyJJfuDKNUPosTeyRRGNUsHf              
1988-07-02 13:31:04,1988,3,19880701,19880702,    2686191364.75,    1312077065.93,        6.32,        5.51,        0.49,     746121649.35,  797101956916.56,    4558223319.97,    207594325,    237931417,EWLGmUGXPFpTzJHWSDhhEcNENrEWmoXjAnVAy                       
1988-07-02 17:46:03,1988,3,19880701,19880702,    2324813060.05,     163413513.88,        0.39,        0.35,        0.07,     211339371.86,  121545552404.28,    8854065957.39,    415154853,    468164635,GiqbeCMOKyRZhUQbDAcIFhkCTMALACefISbDrAQFPgRzfaRQTIFA        
1988-07-03 01:49:01,1988,3,19880701,19880703,    3852784073.91,    2350774957.37,       57.87,       55.38,        0.61,     617010924.13,  265115347396.07,    1737678453.53,     40619478,     42447654,ieIyBwMxVgOHXKQlnyDjuAKXXV                                  
1988-07-03 08:29:03,1988,3,19880701,19880703,    9005757280.16,     799055071.91,        1.20,        1.16,        0.09,      90669515.02,  922488980534.45,    4659246249.01,    665145356,    688924285,0000000082
1988-07-03 14:30:02,1988,3,19880701,19880703,    1844470353.75,     256459233.02,        0.37,        0.36,        0.14,     699756715.19,  112032723818.22,    1272431245.26,    697480929,    718172468,0000000373
1988-07-03 20:32:05,1988,3,19880701,19880703,    9625199352.77,    3786236323.80,        6.84,        6.83,        0.39,      11216214.77,  685404144062.32,    1926637287.51,    553167287,    554332725,0000000054
1988-07-03 22:25:00,1988,3,19880701,19880703,    9851387898.79,    2872169184.45,        3.18,        3.07,        0.29,     970292753.16,  600213740749.89,    3795039138.25,    902549335,    935788275,KEGJUmtiTGWgspzKcnMQoMWdhjwInvEnWkMEKuWaXSOGKhvGHoFlAuJVDXzs
1988-07-04 05:28:05,1988,3,19880701,19880704,    8843459620.65,    3005836899.47,        8.66,        8.63,        0.34,     672464354.97,  120540893994.18,    1773792330.51,    346905642,    348132160,0000000185
1988-07-04 13:52:03,1988,3,19880701,19880704,    8136540633.77,    4593364969.90,        5.19,        4.45,        0.56,     575073425.20,  958315337218.66,    2272623013.79,    885172659,   1033288153,0000000438
1988-07-04 22:30:02,1988,3,19880701,19880704,    8407045582.96,    3150957413.24,        3.18,        2.82,        0.37,     667411588.39,  668637962880.60,    4851563266.99,    989945806,   1117243289,0000000287
1988-07-05 03:43:00,1988,3,19880701,19880705,    9175278888.91,    3451033459.15,        9.91,        9.44,        0.38,     660130854.00,  732452966316.24,    4946586203.73,    348085646,    365691607,0000000247
1988-07-05 13:12:03,1988,3,19880701,19880705,    2211817086.74,    1523478146.75,        6.33,        5.63,        0.69,     400866867.88,  521921482483.69,    6395644712.92,    240741132,    270461119,0000000427
1988-07-05 16:35:03,1988,3,19880701,19880705,    4431669640.18,    2264741144.62,        6.89,        6.87,        0.51,     593487917.69,  163662692984.46,     181014638.78,    328664812,    329623170,0000000126
1988-07-06 01:10:01,1988,3,19880701,19880706,    1498935658.81,      38698167.26,        0.19,        0.19,        0.03,     702872537.47,  690718206604.61,    9778650991.16,    201979341,    206619212,0000000467
1988-07-06 07:28:00,1988,3,19880701,19880706,      22015485.85,      11602613.92,        0.02,        0.02,        0.53,     227061855.70,  392265341098.90,    2506546425.92,    558838675,    641689193,VutKBrtREhPYBSKkLOTCIJUhvoxNWXFGjStitIWXWGyN                
1988-07-06 11:57:03,1988,3,19880701,19880706,    1747846439.92,     993472991.38,        1.68,        1.52,        0.57,     287446713.34,  832163448377.77,    4009580722.65,    589929027,    655281333,VKglnFBQTmHKbkhURWViVkJPWJMHHYGIvBBIOlSNDmPLWjCc            
1988-07-06 17:59:00,1988,3,19880701,19880706,    8476170680.75,    1281204091.96,        3.95,        3.35,        0.15,     102000525.76,  970011577529.77,    4482641227.62,    324051473,    382157900,0000000015
1988-07-07 02:03:00,1988,3,19880701,19880707,    7289105825.83,    3439051067.93,        3.49,        2.98,        0.47,     939081408.57,  846890186939.03,     199795139.55,    984367730,   1154767342,0000000391
1988-07-07 11:08:00,1988,3,19880701,19880707,    3078692410.35,    1646965208.05,       18.07,       17.12,        0.53,     490503371.51,  127332225742.08,    6661725470.63,     91124627,     96209384,0000000128
1988-07-07 18:02:00,1988,3,19880701,19880707,    8868926720.00,    2018420387.76,        2.80,        2.34,        0.23,     891453907.84,   27860448773.36,     704428204.24,    722055078,    861975169,FIWNBUTTRSvRhTjoZJPDHIISMMGfkRUiqDCDrxJwhTOJWDeHodT         
1988-07-07 22:04:03,1988,3,19880701,19880707,      13080979.00,       8183526.86,        0.01,        0.01,        0.63,     652005217.73,  770259158005.30,    6242331095.69,    829247751,    839242118,bGFUwQXggAZypFjRCphMxBp                                     
1988-07-08 07:18:00,1988,3,19880701,19880708,      47202662.22,      20121294.72,        0.02,        0.02,        0.43,     657167692.33,  739100524348.90,    3882355199.49,    999757555,    999795334,0000000217
1988-07-08 12:14:00,1988,3,19880701,19880708,    3266956786.81,    1471182726.05,        1.87,        1.85,        0.45,     801983334.63,  905829344858.88,    7277452002.29,    785497526,    794711625,qCLAonhOZoDWmAlhMTIlQPXfTaSiDuHyydYZpACXFMZWRf              
1988-07-08 13:27:03,1988,3,19880701,19880708,    2986218004.12,    1870284687.54,        4.49,        4.25,        0.63,     913107669.62,  539309000863.26,    4557879122.79,    416449205,    439830612,txCMrNCUvqFOpEXXHDHWlhojNXVVZdRlpX                          
1988-07-08 16:49:00,1988,3,19880701,19880708,    6893750250.35,    1090036581.98,        2.22,        1.92,        0.16,      49088967.76,  422576181610.30,    7790158170.99,    490227279,    568376922,0000000424
1988-07-08 18:30:02,1988,3,19880701,19880708,    5340604825.54,    1182476605.04,        1.90,        1.60,        0.22,     571947981.86,   86479824733.08,    6194967820.17,    621249081,    740907860,NFllCCTAAlKUJDIbSrTfZjYbey                                  
1988-07-09 01:51:00,1988,3,19880701,19880709,    6227882357.25,    3250810061.22,        5.76,        5.00,        0.52,      72495951.59,   11791363798.48,    7385461073.16,    563922796,    650347242,kdkMSIAUXjfEwPBQSgTKSIKmszCtWWXwKGVRUzPODH                  
1988-07-09 04:02:02,1988,3,19880701,19880709,    1110935063.04,     283524122.97,        0.77,        0.65,        0.26,     632090996.32,  230070721962.76,    4381243612.21,    368114543,    435665942,CdPrLFSkNOLDwqUiYJfEmiay                                    
1988-07-09 07:47:05,1988,3,19880701,19880709,    4571037955.49,    1191956800.87,        1.61,        1.43,        0.26,     428625908.52,  807376180265.70,    8267678690.45,    740220511,    836214805,0000000242
1988-07-09 15:48:05,1988,3,19880701,19880709,    2657616067.86,    1782951307.20,        3.55,        3.33,        0.67,     917783129.44,  403016827905.27,    1222056187.85,    502576605,    536105338,0000000133
1988-07-09 23:06:04,1988,3,19880701,19880709,    9291256011.49,    6070485059.92,        9.38,        8.31,        0.65,     455915398.34,   90567214103.81,    4035482233.55,    647053531,    730388887,MRCjoMnWFFbaFIIRFVWQHGRTWBAWWDwIQJvgivsPRGzGe               
1988-07-10 05:24:02,1988,3,19880701,19880710,     729543352.99,     435302721.40,        0.88,        0.86,        0.60,     351165036.30,    3431070012.32,    5686752945.88,    494037934,    505768115,0000000421
