pts,year,quarter,quarter_start_date,posting_date,revenue,earnings,eps,diluted_eps,margin,inventory,assets,liabilities,sh_out,diluted_sh_out,co_name_or_cik
2008-10-01 01:32:00,2008,4,20081001,20081001,    7266556308.17,    2833424803.06,        4.88,        4.74,        0.39,     632225553.62,  512060229993.95,    1494652863.98,    581032003,    597195672,idgkJqUHedAOjNwGHoWCCcQIOWqUUlxNHICrGykAEaUiSNDZFB          
2008-10-01 02:27:04,2008,4,20081001,20081001,    2159466380.65,     515300500.85,        0.68,        0.57,        0.24,     411489607.02,  949443865602.71,    6467343644.94,    755959055,    897838254,xwUeKlAXCyVluTvkPrnFWdDOIjPXQiSTZrcGYVmDvqyIciJsrMAn        
2008-10-01 04:59:03,2008,4,20081001,20081001,    3129659730.71,     374974112.34,        0.83,        0.82,        0.12,     292160273.44,  640706905263.38,    7091360536.42,    452996728,    457084093,0000000221
2008-10-01 09:15:01,2008,4,20081001,20081001,    4285136126.50,    1465175469.34,        1.73,        1.54,        0.34,     347033328.99,  604262238310.23,    5894880411.11,    847329729,    952979197,0000000319
2008-10-01 10:47:03,2008,4,20081001,20081001,    2377251728.82,    1403081405.21,        8.99,        7.80,        0.59,     423364544.87,  477425516743.88,    3507243784.08,    155987332,    179944316,0000000690
2008-10-01 11:42:01,2008,4,20081001,20081001,    4131163880.40,    2707101931.24,        6.16,        6.11,        0.66,     880536709.43,  259127990151.94,     373200781.17,    439806020,    443399740,ByxzKPjeQMRxavinHdCIJKiRDnNOwANkSufaGYVfGCUjOlTFlkIrx       
2008-10-01 12:10:01,2008,4,20081001,20081001,    3924088132.17,    1115761199.61,        5.89,        5.71,        0.28,     692596444.88,    3937023660.86,    2470761574.48,    189510402,    195538437,qXKloGCuxUlrkddUbxkCuKDaeKVMXLF                             
2008-10-01 17:29:00,2008,4,20081001,20081001,    4059044871.95,    1560957113.49,        9.40,        8.49,        0.38,     398069934.22,  891368994297.93,    6007505199.78,    166103454,    183941301,0000000712
2008-10-01 22:17:05,2008,4,20081001,20081001,      96787305.54,      10958235.96,        0.01,        0.01,        0.11,       6610992.18,  641337466871.50,    3017172596.73,    990666568,   1137624362,0000000081
2008-10-02 03:44:01,2008,4,20081001,20081002,    5826330438.09,    1058535240.74,        3.27,        2.80,        0.18,     489084750.18,  567502020182.83,    9371183261.25,    323648680,    377879817,zAESHdFRNaYdnpEDnmWOHkFx                                    
2008-10-02 07:36:01,2008,4,20081001,20081002,    8789826903.41,    1194883760.15,        1.94,        1.84,        0.14,     289237428.83,  848253890906.62,    7071775706.57,    615169635,    649996313,sywKYoBrHXXpAryQGPvlNiaGZOoSUSFPVyRJCvtVoPAHi               
2008-10-02 13:13:05,2008,4,20081001,20081002,    4632232834.71,    1825311861.17,        1.90,        1.73,        0.39,     396582539.21,  779832839622.97,    7456525699.03,    962984966,   1057939800,0000000241
2008-10-02 14:32:05,2008,4,20081001,20081002,    5602904938.83,    3063648750.56,        8.68,        7.81,        0.55,     667446364.04,  752307519524.38,    6854385201.73,    353110176,    392264681,UoPEPkIwfuPkNvlBCJZzRSrkhSU                                 
2008-10-02 20:08:04,2008,4,20081001,20081002,    6104618120.14,     856668232.09,        1.90,        1.61,        0.14,     773445144.98,  652094816241.27,     967876689.33,    450106973,    533408934,UYPksfvvLGxGXaw                                             
2008-10-02 22:17:01,2008,4,20081001,20081002,    5032968772.44,    1464167760.77,        2.42,        2.15,        0.29,      84333569.38,  954919301723.00,     111046988.04,    604711631,    680096357,0000000071
