pts,year,quarter,quarter_start_date,posting_date,revenue,earnings,eps,diluted_eps,margin,inventory,assets,liabilities,sh_out,diluted_sh_out,co_name_or_cik
2011-07-01 05:03:01,2011,3,20110701,20110701,    1086943380.52,     520112349.22,        0.60,        0.60,        0.48,     177878035.68,   43712684436.33,    1369639553.97,    869931544,    870910653,0000000493
2011-07-01 08:04:04,2011,3,20110701,20110701,     406387756.63,     113784724.24,       23.43,       21.40,        0.28,     531250397.92,  570352740889.58,    6064632358.71,      4857101,      5317107,0000000954
2011-07-01 11:11:05,2011,3,20110701,20110701,    2168032927.89,     533890763.54,        0.71,        0.62,        0.25,     248490858.54,  169248853675.07,    9925235269.09,    751828271,    859154868,0000000245
2011-07-01 11:24:00,2011,3,20110701,20110701,    5453154091.52,    2856338320.28,       30.99,       25.91,        0.52,     958661901.13,  665692888568.83,    3616568137.14,     92168181,    110247201,zPZDFCVuwVXZJGMJAsRfXJ                                      
2011-07-01 16:50:02,2011,3,20110701,20110701,    7938282553.39,     849548860.56,        1.70,        1.50,        0.11,     555420992.31,  352522558874.14,    5065322203.89,    499430701,    567275618,0000000828
2011-07-01 20:02:05,2011,3,20110701,20110701,    4158033875.11,    2768336755.09,       50.56,       43.12,        0.67,     967761281.52,  343673708526.55,    4492736839.26,     54754468,     64195790,0000000347
2011-07-02 00:24:02,2011,3,20110701,20110702,    3287834122.05,     651681926.34,        1.50,        1.26,        0.20,     570870887.67,  365651353801.33,    3326049116.47,    433805943,    517758422,0000000577
2011-07-02 03:23:05,2011,3,20110701,20110702,    8509065541.08,    4837938083.90,        7.46,        6.43,        0.57,     793178163.46,  351247085343.86,    1704553739.09,    648474851,    752377795,OBWjCTLirMOaFnMGgDcFs                                       
2011-07-02 03:49:05,2011,3,20110701,20110702,    9071384359.13,    1004370805.58,        1.11,        0.96,        0.11,     210711554.91,   71024397527.95,    1744617247.10,    906013663,   1051025146,0000000675
2011-07-02 05:33:05,2011,3,20110701,20110702,    1362845316.20,     650020432.83,        0.87,        0.76,        0.48,     885195502.06,  479280660904.89,    2824525282.05,    750994017,    850714433,xLrHYUfFOzlPrLPBDLGPONnqAUIUHPj                             
2011-07-02 05:44:02,2011,3,20110701,20110702,    9348151745.03,    4917732274.70,       10.46,        9.76,        0.53,     559831829.03,  489724957935.92,    8732295027.68,    470358698,    503847693,fNRtaaHJHKiTgPlQLyKrnzeoitGvjCldl                           
2011-07-02 10:25:04,2011,3,20110701,20110702,    5754353265.43,    1983100542.00,        2.60,        2.32,        0.34,     120038807.69,  914043294796.73,    3808385655.17,    763597066,    853761504,zScyndwxOcLUXIwtrdKPFPDeQiYudN                              
2011-07-02 14:49:04,2011,3,20110701,20110702,    5812996679.00,    1192840120.78,        5.40,        5.18,        0.21,     577149403.73,  799866013607.95,    9048976203.22,    220850493,    230251505,pXQNEJdCELMyhYJxwQuGrNcJXDsqCfFIielCVHvbaTqHeyBTYEB         
