pts,symbol,issue_type,status,name,ex_id,sh_out,first_trade_date,first_exchange_date,dividend,co_name_or_cik
1996-09-28 07:30:04,AAAAAAAAAAAABVR,PREF_B,ACTV,jfPAnEzJGd                                                            ,NASDAQ,176723787    ,19110120,18540416,        2.44,0000000630
1996-09-28 14:56:03,AAAAAAAAAAAABVO,COMMON,ACTV,OCXgkjItoVuyFJWkrCMzRtTxZkpYuCyXymNkysLSBJarOSuHBCIoMoaKg PUHzM       ,NYSE  ,909087669    ,18580821,19931124,        0.01,WVDBEymbLNIErFSMYptqRODRN                                   
1996-09-29 00:36:05,AAAAAAAAAAAABVL,PREF_A,ACTV,gPD dPUCvFGUxMpNAtoOdxOmMeKXStCCLOLsrILIQjHbfkP                       ,NYSE  ,996773239    ,19000530,18851119,        2.07,QRRwKCITfGgJJCsLKBsrkoyvXWdJOROvYdqszwRdBiHOEyLDXEDqXOiMuEEt
1996-09-29 01:22:01,AAAAAAAAAAAABVT,COMMON,ACTV,svlngxnNrgDx CFGlZOUdHrNSsCYTs                                        ,PCX   ,489939231    ,19240409,19220205,        0.65,LBCJCFAHIVbyCzDMVdhyohnyJJfuDKNUPosTeyRRGNUsHf              
1996-09-29 03:41:01,AAAAAAAAAAAABVQ,PREF_C,ACTV,ATjNKeDwxKSLWMyFlbdHGEEHcxrUfStIxTSrCLmAWnUwdRQGPRNtblkGz             ,NASDAQ,441834177    ,19890410,18591218,        0.59,0000000398
1996-09-29 09:11:03,AAAAAAAAAAAABVN,PREF_B,ACTV,bPfUoJqXdyEhgGOWOPMjTHtMSP                                            ,AMEX  ,195612866    ,19410120,18970825,        2.28,NBwPpzQCkyfHwVHMPhhaEuovxWSVwfPWNzXkkURuUQzbT               
1996-09-29 11:40:03,AAAAAAAAAAAAAPJ,PREF_B,INAC,NGlFPyhtcCQ oiooET vMMPrQqYaRVH SRMHsOearIMcL                         ,NYSE  ,886721626    ,19810115,18840614,        0.28,0000000155
1996-09-29 21:12:03,AAAAAAAAAAAABVS,PREF_A,ACTV,ciIZKMaLILbXudbOxomwiDoSQVFQtLLIeAWsePKOyHRVLHehVgUwHlP               ,AMEX  ,164257156    ,19760214,18600905,        2.09,XhxuFapDGYIyntbOHURCNBYjKTPaswUwMFlZZKtgThKtDtOhBztWbuvVuPgQ
1996-09-30 03:58:03,AAAAAAAAAAAABVP,COMMON,ACTV,OBBlsORrOIQpBqvPngPNstUytBqGWJjPdmYGSgtUCvVTWwbpSaF                   ,NYSE  ,949485883    ,19060323,18560522,        2.28,PTNTHCLWsriUMNBFhDQDGtmBPPNiLOSaNy                          
1996-09-30 06:52:01,AAAAAAAAAAAABVM,COMMON,ACTV,rVgqyRMEYGOFRTrbUboOLSpGMCnPByCRVatXUkQACFTEWhLJDVnsCIBKajQtMecH      ,AMEX  ,966687563    ,19791213,19330909,        2.71,BFwdRMZluSULKHRUwWjqXMyVu                                   
1996-09-30 23:59:05,AAAAAAAAAAAAALP,PREF_A,ACTV,bMNsyaaDoLKXLgYTDELJzIKIrdPHAbLkfJNfRtTQioSVRVdCjuVsScReELGmYJ        ,AMEX  ,797228513    ,19301222,18841012,        0.62,0000000283
