pts,symbol,issue_type,status,name,ex_id,sh_out,first_trade_date,first_exchange_date,dividend,co_name_or_cik
1972-09-23 22:59:05,AAAAAAAAAAAAAOF,PREF_A,ACTV,IhdyPSDrnEyrBoVMvCRSBQDcectqXilGlSMpGzIZOSWBMSMPXUIANObziTYQPjBHcT    ,NYSE  ,405647816    ,19620318,19210514,        0.81,nixYOisDqcCHGulqtqUWSbTCAKwecrhIKKGTzGvXEGJhj               
1972-09-24 11:32:05,AAAAAAAAAAAAAOG,COMMON,ACTV,srDGwTwf UqUdEJBx UExIOXtNTWyTJ                                       ,AMEX  ,545195277    ,19470628,19600205,        2.40,mPMQctNfdlYBGEJcUJMKsAYRADEUETYwjTnFsJLBCbNRKrGOaMiTuCx     
1972-09-26 00:40:05,AAAAAAAAAAAAAOH,COMMON,ACTV,PGJNvXjRrpnZTdOR FKLvswOsAYxGOvXH                                     ,AMEX  ,44195936     ,18811018,19151125,        2.64,0000000072
1972-09-26 18:38:03,AAAAAAAAAAAAAOI,PREF_C,ACTV,DBOReRTAGAjx DqHpexKEExyOZTpOKawcCuBlIyBU                             ,NYSE  ,980712918    ,18660731,18820506,        2.55,0000000132
1972-09-27 11:11:00,AAAAAAAAAAAAAOJ,COMMON,ACTV,vybZHWChLbgMQxet IqUQCEmbMFGOIR iStsfMF                               ,NASDAQ,749368936    ,18651005,19180331,        2.01,0000000121
1972-09-28 08:57:01,AAAAAAAAAAAAAOK,PREF_B,ACTV,IevgzABoRNFRJFqEIDOfAfyKJAVwMwHsy                                     ,NASDAQ,521060538    ,19270221,18750724,        2.86,0000000066
1972-09-28 14:53:00,AAAAAAAAAAAAAOL,COMMON,ACTV,qswfLNQVWkAszXLMXjGAKCIEOKSLWoFjFAru                                  ,NYSE  ,302410356    ,18810814,19111018,        1.99,tvSFcCQtEywTlgDTDcLJCLU                                     
1972-09-29 14:49:03,AAAAAAAAAAAAAOM,COMMON,ACTV,phPUgWYRfNLlTqDCiDqpHRUIjbPUPTtgFHKOdgmFEy lt                         ,NYSE  ,467174234    ,19130605,19110617,        1.58,0000000131
1972-09-29 18:13:03,AAAAAAAAAAAAAON,COMMON,ACTV,jiKXSAhnelnKDYWuLOTHwydwdUUFesAwqPp                                   ,AMEX  ,597073274    ,18530820,19360727,        1.65,0000000172
1972-09-30 11:51:01,AAAAAAAAAAAAAHR,COMMON,ACTV,sgebkCthdXEUgRvKJQSQtoBMceSKyVtLHaSYIIttrgSleTuGzPyVNGT               ,PCX   ,44416546     ,18590718,19350824,        1.12,0000000136
1972-09-30 23:59:05,AAAAAAAAAAAAAJE,COMMON,INAC,zOnCDPxbpvNy                                                          ,PCX   ,219832716    ,19341125,19471109,        2.77,0000000018
