pts,symbol,issue_type,status,name,ex_id,sh_out,first_trade_date,first_exchange_date,dividend,co_name_or_cik
1986-06-27 08:43:00,AAAAAAAAAAAABHJ,PREF_C,ACTV,IaliPDQAaOtrExihBdRWTXnEsCwSWIyB                                      ,NASDAQ,440196645    ,19090407,19780801,        2.27,kTRCSlnyVeYqQzHityJUECQLrhYRSYLXypldVZMdbQvGHVYfEaxjqkHG    
1986-06-27 11:51:03,AAAAAAAAAAAABHH,COMMON,ACTV,DQLqAKIfgq                                                            ,AMEX  ,671815652    ,19740218,19030402,        1.75,GzvqfgULmOyNoKwGjeLGRJASRWtJkigtgFgsdrvxiQlQdjBzlooeMSkr    
1986-06-27 13:07:04,AAAAAAAAAAAABCK,COMMON,INAC,kgJVFsHEDnjWBSg XCyHJaZGZFEDpMfVi                                     ,NASDAQ,819344112    ,19440218,18741101,        2.69,UJUxEhswcbiyFxGDanAVIcgDyOWUPTETDMGmaeJwRZzHuHEWjkLx        
1986-06-27 19:53:02,AAAAAAAAAAAABHO,PREF_B,ACTV,SQbruCO zIpsBDeHPLxEiDiEFDIpNCbKsL                                    ,NASDAQ,544978468    ,19700314,19541120,        2.31,0000000258
1986-06-28 02:38:03,AAAAAAAAAAAABHM,COMMON,ACTV,tThPhxStBNeGGnuaMJRLOFChqicElzDHytLBjBuMESixRQDvDHQUPKjylfkQhPsqSrXno ,NYSE  ,134796367    ,19470906,18911027,        1.11,0000000421
1986-06-28 08:10:00,AAAAAAAAAAAABHK,PREF_C,ACTV,FSpXnrFItznKNxMRMcDgUghREeKAwJOJjDMNFTpDzBoFEKDJHPfSH                 ,NASDAQ,608061871    ,19760831,19160429,        2.89,0000000383
1986-06-28 10:07:02,AAAAAAAAAAAABHI,COMMON,ACTV,FHJDdSH KkKWaANrcVoNsTQnCzirMBXKcdLLbSD yLDeCuJMHNBKhv                ,NASDAQ,21267067     ,19760427,18821227,        1.82,EgISFAyLpEKukUNvVAyxDJRbXPnJUSdD                            
1986-06-28 15:15:04,AAAAAAAAAAAABHG,COMMON,ACTV,aUOAqSlTGVHUJABiArjOORRTBhXbUhTJCusGeJbjGUPhJxUMELvJrl                ,AMEX  ,319779883    ,18931125,19600901,        0.77,rMYOCCfxrxbXUzjoaqDGpXIEVWhiwMGOoMPICzcJfaiGilyTiF          
1986-06-29 07:53:04,AAAAAAAAAAAAAQP,COMMON,ACTV, KPgmDSOXBzDIaJpqlcgqq                                                ,PCX   ,378498351    ,19550525,19751005,        1.69,yUcFCLJSWQNToANfcASlEdocirKFCAVCbnKSokUxfbMssnYGXvWWGB      
1986-06-30 02:11:02,AAAAAAAAAAAABHN,PREF_A,ACTV,AdJUOvLXBUMg                                                          ,AMEX  ,301476670    ,18620330,18670320,        1.48,YCmHMrlCgmfVKmzzPrAlepDA                                    
1986-06-30 09:23:02,AAAAAAAAAAAABHL,COMMON,ACTV, NGVJRRzkCPKlQJAlmQQrQLUVOiitgeTGZAkfRfJDPVNIXOwVFxhNCSBHMoFloWwAVVXHJ,AMEX  ,724924902    ,18910804,18880114,        0.52,zfJiHEQXeHHNcQiFwGiIQukjqzaAlCyAVvOSSJ                      
