pts,symbol,issue_type,status,name,ex_id,sh_out,first_trade_date,first_exchange_date,dividend,co_name_or_cik
2005-09-28 17:36:01,AAAAAAAAAAAACHY,COMMON,ACTV,rpPRKgLyAkRhgEtcAumJhUiCpZKTpwVCQbfoaVFFOrPJhOhaALuNIStHPk            ,PCX   ,50538727     ,19010330,19270928,        2.74,WVDBEymbLNIErFSMYptqRODRN                                   
2005-09-28 23:54:03,AAAAAAAAAAAACIC,COMMON,ACTV,bPPDcVhvkhhRVUESNKrNF                                                 ,PCX   ,41787305     ,19291005,19760726,        1.07,PNXHmiKGiMMrvNbDEPSIeIWxXMXiSSuDNOXiRDMXJXCEZ               
2005-09-29 00:55:01,AAAAAAAAAAAACDC,COMMON,ACTV,xiyiknVqtjUG CuROnTcU                                                 ,NASDAQ,2819611      ,19690620,19441022,        1.99,0000000481
2005-09-29 03:55:04,AAAAAAAAAAAACHZ,COMMON,ACTV,YdlvHiSrENWQYcBAUaCiPURenyJ JNMVCBnGJOAkXVpfRtrWGPFvp                 ,NYSE  ,954523157    ,19210618,19800314,        2.17,0000000072
2005-09-29 06:58:01,AAAAAAAAAAAACID,PREF_C,ACTV,pvkmaQCVbEAZMzjHgHFeoxwkh                                             ,AMEX  ,212063181    ,19741225,19580815,        0.10,0000000613
2005-09-29 15:45:02,AAAAAAAAAAAACBW,PREF_D,INAC,nsfAvpJgHpBBeBLnsMXrIFjbhTDHHWQakAKO iQSdyYQq                         ,PCX   ,445698526    ,19620701,19530716,        1.06,mVIEpxvLJWUyQpirNRQJNRanTOoeiXAKKIULGQo                     
2005-09-29 22:44:03,AAAAAAAAAAAACIA,COMMON,ACTV,Ex dDPaFZBJGxLTaVBwVnVzLDnNOiaOVvfJTEmgyI                             ,AMEX  ,930897870    ,19860811,19161229,        2.73,0000000778
2005-09-30 03:49:04,AAAAAAAAAAAACIE,PREF_A,ACTV,s xPKLRXTHIiFzCQnVaWSSqDHveGOIMLlBTlixhtEBOzEzdATdRiSnQPWBhOPAwHRaqR  ,NYSE  ,326524893    ,19831215,19490610,        1.75,SNCEHLBnIMuIKRWTkgVGTPrBzGYEvnyToXmGISgT                    
2005-09-30 04:34:05,AAAAAAAAAAAACHX,PREF_B,ACTV,qkXzm TaMAupYMRqQJHeOuTJBHYylcMOPDpTYwqcqNqGAMcwSxeclYrLiegDAP        ,NASDAQ,122318672    ,19890901,19360316,        2.26,WjGuySCGnxSNAHCKRUCpZVODKNWN                                
2005-09-30 11:49:04,AAAAAAAAAAAACIB,PREF_B,ACTV,FzENDYDJpMwZbiHqHTgd                                                  ,NYSE  ,595731812    ,18550511,18860423,        2.88,0000000481
2005-09-30 23:59:05,AAAAAAAAAAAACIF,COMMON,ACTV,RUzLoIKQxmLBGQENeTMmWY PAd                                            ,PCX   ,196879320    ,18930313,19090517,        2.21,0000000246
