pts,symbol,issue_type,status,name,ex_id,sh_out,first_trade_date,first_exchange_date,dividend,co_name_or_cik
1982-12-28 00:10:01,AAAAAAAAAAAABCN,PREF_A,ACTV,CUAOlFxZBRSKJQSSceGGrTEDaYhEhDHTKwLIFddBDUfocHWprGMX                  ,AMEX  ,821752827    ,19450410,19750124,        1.96,0000000322
1982-12-28 01:49:03,AAAAAAAAAAAABCP,COMMON,ACTV,kpGS EmMmmKGRJqgnEyNCjzwvCKpMZIBDw                                    ,NASDAQ,837246103    ,19580420,19740317,        1.20,0000000104
1982-12-28 03:39:05,AAAAAAAAAAAABCR,COMMON,ACTV,CJWEMuLIhYyyIIrDYRLIWUAiDexkCWS EFJZF                                 ,PCX   ,729891369    ,19220203,19611224,        2.95,YQGJAkMQauyAfLJimRQCDJStNrLQAR                              
1982-12-28 09:31:05,AAAAAAAAAAAAAFX,COMMON,ACTV,WwJOQLOHxmnlMgTBdBBgvLw                                               ,AMEX  ,417252104    ,18590501,18541219,        2.75,0000000271
1982-12-29 03:26:04,AAAAAAAAAAAABCK,COMMON,ACTV,kgJVFsHEDnjWBSg XCyHJaZGZFEDpMfVi                                     ,NASDAQ,819344112    ,19410914,18740312,        2.69,UJUxEhswcbiyFxGDanAVIcgDyOWUPTETDMGmaeJwRZzHuHEWjkLx        
1982-12-29 14:48:00,AAAAAAAAAAAABCM,COMMON,ACTV,L RSCholHJaYFOjKyywtJAIxPlbihPOc                                      ,NASDAQ,394180433    ,19380630,19621106,        2.59,nUSbwozHKnjEMwDGEwifsBDVkWMEUCXcZRAlqaRyXugMDSPCvILEtSe     
1982-12-29 19:31:03,AAAAAAAAAAAABCO,COMMON,ACTV,fRZLYVeAkLjBaAKCwLvgXJVyZUDJRRfBtDYWTENhwdOqIFTKkPRVwxAVPSFKClkNv     ,NASDAQ,147878922    ,18591010,18640929,        1.01,0000000072
1982-12-30 06:55:01,AAAAAAAAAAAABCQ,COMMON,ACTV,sXBJNfvOzYQrMtGUIhkyoAPMHCQDGegMUysbEwDXJ SXGjK XvRCHRlyLVgrlhPHFZQM  ,AMEX  ,372096152    ,19690408,18790718,        0.75,0000000092
1982-12-30 21:37:01,AAAAAAAAAAAABCS,COMMON,ACTV,ysCeSfZShLLX                                                          ,AMEX  ,632706491    ,19000208,18650430,        2.72,YWaRHGhaOyKKsxbDmbIuWCeVwrEHNWGWHPuTKPjtxDlzb               
1982-12-31 15:22:05,AAAAAAAAAAAAAOX,PREF_B,INAC,FNTwsz KeDZckdKCNPqZB hvyVETWlSO                                      ,NYSE  ,649962760    ,19000628,18811029,        0.16,PqHHQPtFmLMYtaQZeCPyWOpeDGcHWjGJJWGnpUVWYUbRjsNExvioDRDUsgU 
1982-12-31 23:59:05,AAAAAAAAAAAABCL,COMMON,ACTV,TjRdmXLivIAWaGjAvMc                                                   ,AMEX  ,977485322    ,19361011,18940912,        1.36,WKHSDaFEDSYXOynePKHWBGLeJ                                   
