pts,year,quarter,quarter_start_date,posting_date,revenue,earnings,eps,diluted_eps,margin,inventory,assets,liabilities,sh_out,diluted_sh_out,co_name_or_cik
1977-04-01 15:44:04,1977,2,19770401,19770401,     138568504.21,      58258773.31,        0.07,        0.07,        0.42,     783369078.31,  201760956624.55,    3966119204.49,    835233096,    877523371,0000000073
1977-04-01 23:31:02,1977,2,19770401,19770401,    5196118209.93,    3118589856.18,        5.31,        4.63,        0.60,     822899271.51,  257332792736.82,    9910955546.35,    587286681,    674262249,0000000110
1977-04-02 00:16:05,1977,2,19770401,19770402,    7047627754.25,    1754096176.76,        4.85,        4.73,        0.25,     822489670.69,   39909109077.21,    2536978314.96,    361515154,    370797631,0000000162
1977-04-02 03:59:05,1977,2,19770401,19770402,    1011809767.46,     363458795.91,        0.40,        0.35,        0.36,     504925070.16,  938022138924.32,    8980912041.70,    898198155,   1052300901,0000000245
1977-04-02 07:10:01,1977,2,19770401,19770402,    6563933686.40,     560987801.63,        0.61,        0.58,        0.09,     578667995.83,  236931118254.62,    3779749988.96,    915663210,    969303772,0000000099
1977-04-02 11:38:02,1977,2,19770401,19770402,    2853858573.67,    1725941230.96,        5.57,        5.39,        0.60,      53006915.65,  413743827364.86,    4746567896.06,    310113720,    319976323,LHLtYYBVQKIMsKuLPRKpMFxNQ                                   
1977-04-02 22:28:04,1977,2,19770401,19770402,    8943659214.26,    6044330422.58,        9.69,        9.28,        0.68,     579013427.13,  256520709487.63,    8521417809.30,    623839079,    651287031,0000000282
1977-04-03 09:53:04,1977,2,19770401,19770403,    5034114070.85,     625917024.93,        0.86,        0.73,        0.12,     545612515.16,  154067804655.44,    1773270079.05,    728431730,    853506662,yRPdOOYwDRIgGtBTaFzyuaZQ                                    
1977-04-03 23:08:01,1977,2,19770401,19770403,    7383477622.80,    1192332956.51,        1.55,        1.53,        0.16,     299010873.28,  378192148802.56,    4114895097.63,    767097320,    779941956,DXYhrWaQcubzCELw                                            
1977-04-04 08:06:05,1977,2,19770401,19770404,    5978286462.68,    3791637995.06,        4.38,        4.17,        0.63,     239213135.48,  251148110983.02,    6700595421.55,    865164532,    908922491,0000000204
1977-04-04 18:17:00,1977,2,19770401,19770404,    7151243038.79,    2990334599.51,        9.90,        8.98,        0.42,     362190991.90,  260996406193.08,    5085995669.53,    301936244,    332854206,GzvqfgULmOyNoKwGjeLGRJASRWtJkigtgFgsdrvxiQlQdjBzlooeMSkr    
1977-04-05 00:27:01,1977,2,19770401,19770405,    2210638854.30,     574638754.73,        0.76,        0.71,        0.26,     686041055.16,  640505827198.04,    7238026182.18,    756459556,    808646969,XiKcfZmoGQnBHAdYEzmdTwSdbIDPEXDvLJbgRSdkrsLGrsJIESgMl       
1977-04-05 15:39:01,1977,2,19770401,19770405,    9695040409.79,    2856514775.18,        3.28,        2.98,        0.29,     843711803.38,  100688615813.20,    8524469287.09,    872174234,    960110312,0000000194
