pts,symbol,issue_type,status,name,ex_id,sh_out,first_trade_date,first_exchange_date,dividend,co_name_or_cik
1989-09-27 16:43:00,AAAAAAAAAAAABLV,COMMON,ACTV,VLkyfNmvUQqidZuJDjDMBGJ                                               ,NASDAQ,909704829    ,19561012,19040607,        0.07,0000000139
1989-09-27 19:33:00,AAAAAAAAAAAABLU,COMMON,ACTV,QGAF NCljhJEyYuJWYqlVOxLfGXhVsRRYxBqYVyDhXyxCabu                      ,NASDAQ,405646728    ,18941024,18860526,        2.62,aUukjFwShAQTgyziXgUcOpJIiPCdVBRBKVAvktHJVuhFlMIUvWjOs       
1989-09-28 09:32:01,AAAAAAAAAAAABLT,COMMON,ACTV,VFJpbaXtBSr bEMjNjeEHxaDavViiYEYQJ                                    ,NYSE  ,698817457    ,19280505,18520209,        0.34,0000000364
1989-09-28 16:37:02,AAAAAAAAAAAAAXC,COMMON,INAC,UiTPgWKebrPyTuIkKYgONDFkMNvLBDKFCjqGDoFihvaWUxwBAhn                   ,AMEX  ,579206078    ,18771219,19840710,        0.46,0000000263
1989-09-28 23:11:03,AAAAAAAAAAAAAHY,COMMON,ACTV,OmD J wMRGVLGx                                                        ,PCX   ,69079657     ,19750119,19260611,        0.08,0000000297
1989-09-29 08:16:05,AAAAAAAAAAAABMB,COMMON,ACTV,NAnXZPDoNggEEpEtsqrQGNoZwD                                            ,AMEX  ,924939927    ,19030326,18840516,        1.67,hBElaBVPKkVMSVdeHNMVCNSloGxdlCvheAexXHriIZGCukSEhLWsZ       
1989-09-29 15:11:00,AAAAAAAAAAAABMA,COMMON,ACTV,dGZPhAhAJGBKo GEqJkOlJd                                               ,AMEX  ,57870046     ,19270610,19350101,        0.05,0000000337
1989-09-29 16:41:04,AAAAAAAAAAAABLZ,PREF_A,ACTV,MxIkTgOcstaaIqbVDrNBATQTKV VEsxC                                      ,AMEX  ,319317182    ,18500721,18580510,        1.87,0000000169
1989-09-30 05:06:00,AAAAAAAAAAAABLY,COMMON,ACTV,EQKRrLvv MQWtuNXCOBvNDoJsnTjLh kqcMJQoEBOo                            ,PCX   ,380641907    ,18961010,18860726,        1.03,qJMDMRCAwOizZWrxnUJxXKHDuyQQFXbjdYHCHjuA                    
1989-09-30 15:29:00,AAAAAAAAAAAABLX,COMMON,ACTV,bCCTeYI eEcBFKLGFgx                                                   ,NYSE  ,79346606     ,19101122,18520815,        1.01,0000000453
1989-09-30 23:59:05,AAAAAAAAAAAABLW,COMMON,ACTV,SLBaRScGGCHArfIqkTDTsyPqFTKUEHGDPiUlSTPvGgSBCo                        ,AMEX  ,332334899    ,19800517,19690202,        2.11,NsdEVEJhwVPGniYhTLJCYNXlWPZSLefpXBVfBbpTGiAW                
