pts,symbol,issue_type,status,name,ex_id,sh_out,first_trade_date,first_exchange_date,dividend,co_name_or_cik
2004-06-28 15:28:03,AAAAAAAAAAAAAKB,COMMON,INAC,AyFBrAnvJpPHcCNMUDmpvaqiUWnvVqbUMRtQwnjKBZzVEIGWeOhKJW                ,NYSE  ,186932176    ,18530701,19830627,        1.39,0000000091
2004-06-28 19:16:02,AAAAAAAAAAAACGF,COMMON,ACTV,PgkFUscrIkCTRdcMOlnHthXFwtxmHwPIpfOiHFcQnpXNNzflgFjJlF                ,NASDAQ,986807189    ,19990222,18520704,        0.83,0000000450
2004-06-29 00:31:03,AAAAAAAAAAAACGH,COMMON,ACTV,gEKCysCLPSQfmIpGQQgqUmziBGmtwaTEPuFVuUPBNnjXiFwzhVbkqoVDWdVAEUVd      ,NASDAQ,489834108    ,19950924,18891231,        2.55,VIJNpBbHeDOOCVazAyUFSaGezZJtLRTuLEIzkO                      
2004-06-29 00:34:02,AAAAAAAAAAAACGJ,COMMON,ACTV,diApuDPfHnYZcO PDZHTcaOdXOuEespVZVPiFPOodUJUqdBTYbVfDTXyqYJXkNbK      ,PCX   ,417735978    ,19060714,19271215,        1.30,0000000150
2004-06-29 11:46:01,AAAAAAAAAAAACGL,COMMON,ACTV,LLRtSCqPULPzRgWBwLFAeNiw                                              ,AMEX  ,526665032    ,18981017,19440616,        0.56,0000000234
2004-06-29 16:05:03,AAAAAAAAAAAAABB,COMMON,ACTV,VDvSJnNnBzRn ErVRNRnhDwNoVUoDBngENdPuscaRbjoBfzSh                     ,NASDAQ,489224604    ,19871221,19571207,        0.77,0000000090
2004-06-29 18:43:05,AAAAAAAAAAAACGE,COMMON,ACTV,JjKmHQncJuTzYuvDIoeDxuiBnSrCFATxLPFJmommqLvEOVK                       ,AMEX  ,125712837    ,18730124,19310311,        1.76,WwXQNkQAqANEBHnihrVhCfRtBAoaKSMATszCV                       
2004-06-29 21:18:04,AAAAAAAAAAAACGG,COMMON,ACTV,pzyfLvkzxaapQHKESDPlnUMCOOt                                           ,NYSE  ,471509939    ,18850828,19901102,        2.10,0000000783
2004-06-30 08:41:04,AAAAAAAAAAAACGI,COMMON,ACTV,JvVweKVBBfSBNbaSZAJZbUMXoLEvsCgXSaLYlQ                                ,PCX   ,582992160    ,19101218,19690212,        0.78,0000000378
2004-06-30 14:31:05,AAAAAAAAAAAACGK,COMMON,ACTV,PUOqEMUqspWQHVLTffDntOLB                                              ,NASDAQ,257942239    ,18981022,19180606,        2.08,0000000157
2004-06-30 23:59:05,AAAAAAAAAAAACGM,COMMON,ACTV,rTpFTGgkAwofIMznFOJUdDCiINOjrZLFV GHpppGW                             ,NYSE  ,64502261     ,19210109,19161107,        1.21,ULgCIfEYXJhJMVKaIiBaigqcNUMwsESebiWhZypXBMaCEaOIWKrZt       
