pts,symbol,issue_type,status,name,ex_id,sh_out,first_trade_date,first_exchange_date,dividend,co_name_or_cik
1995-03-28 22:13:01,AAAAAAAAAAAABTJ,COMMON,ACTV,nugxKSRTsLkVIUtLTiYhNN                                                ,AMEX  ,339169139    ,19010713,18990513,        0.86,0000000447
1995-03-29 17:23:03,AAAAAAAAAAAABTK,COMMON,ACTV,MCcJR WmsqcsRkEGvFOJXROFa MBssEJYvcDDs                                ,NASDAQ,257749527    ,18600203,19190123,        1.31,0000000384
1995-03-29 21:42:03,AAAAAAAAAAAABTL,PREF_C,ACTV,F WxFswwtXINILjrAuuSXSWZTFaubbyQmBPWYLNOiqUZbbBHQNGoBMHGLSfYvKRo      ,AMEX  ,28859186     ,19211208,18871209,        1.53,zfJiHEQXeHHNcQiFwGiIQukjqzaAlCyAVvOSSJ                      
1995-03-30 08:18:04,AAAAAAAAAAAABTM,COMMON,ACTV,eASORGylxlUjKxEcOPbLJEqkysiKYtcwGnEgbTUmCuxAWxZiklRKUuD               ,PCX   ,298430506    ,18831023,18951110,        0.29,pKOuBCTLGQgLNoxCSjppVInLk                                   
1995-03-30 20:51:01,AAAAAAAAAAAABTN,COMMON,ACTV,cCCcvKytDBtBbVdNNErtcZAJkDHSXiPEILXpNcFUWXxKdKjNiNZWPxVDYpBhLqAdsZ    ,AMEX  ,216728450    ,19720107,18551120,        1.78,jkQNtijTUPWIyACEHUwYDWHiAhSGWAQDZRfpau                      
1995-03-30 22:24:01,AAAAAAAAAAAABTO,COMMON,ACTV,uvfkEeTbXxTcQGQHBMGPQSUAoNTYECNFkUvgpbLNOgRRgLZ                       ,AMEX  ,227970660    ,18821220,19420905,        1.93,fwgBnpdvTZOSgXdWcUTALKmnORwpMICpoFGGgQaSBRmAWVwGiExCPvmb    
1995-03-31 03:41:05,AAAAAAAAAAAABTP,COMMON,ACTV,GSjXbInKSQGkJoBzJlCpqWObDHrBWNNBySVFIV                                ,NASDAQ,427708963    ,19441113,19221014,        2.13,guusyXiFIObzbnAbncuWArJBCYDZJFnlWSOSY                       
1995-03-31 09:38:01,AAAAAAAAAAAABTQ,COMMON,ACTV,lKK maxXkRgRizudHflCnsrZCQNHeizCIQpmembJTBNGBYzQwsqQlZM               ,NYSE  ,53123073     ,19800715,18771202,        1.40,0000000121
1995-03-31 15:05:04,AAAAAAAAAAAABTR,COMMON,ACTV,UpwRyXCHbVSlaQRUpfGRtMOlKmTPAIZ gXqFrFTQJuA                           ,AMEX  ,939750630    ,19760930,19091028,        2.34,0000000426
1995-03-31 16:08:05,AAAAAAAAAAAAAKL,COMMON,ACTV,PQKwbyUxpqiEiDRkcixbjByhFcLFXNJGZIJQwRgqHzcTnR                        ,NYSE  ,922241030    ,19660301,19541113,        2.69,BlzKUNpcdbxQGHwUAaQlIXGgyZmHnyRREOKBwpXvXwwWEOWiNJVMXWALS   
1995-03-31 23:14:01,AAAAAAAAAAAABMM,COMMON,INAC,ArgezvKUmDiDKaqtwsJozJZVYLRPuoDzBnXMcGUrIUoCKmEGnyYdpCdFFreRESiaOcBON ,NASDAQ,925759717    ,18600824,19751130,        0.02,KwjfmirRqfjJKRClFNxFXRUpUKSpCNxNadkYKRajlaHBFBFgLPbynOng    
