pts,symbol,issue_type,status,name,ex_id,sh_out,first_trade_date,first_exchange_date,dividend,co_name_or_cik
1995-06-28 02:35:00,AAAAAAAAAAAABTX,PREF_A,ACTV,sIXwUvMIgKAidfkuaWFHLWvWvNxBNyJHBMJYFKsEWpCHuMNpdCqpmPcqXkrCaS        ,PCX   ,859666573    ,19451011,19420622,        0.44,0000000606
1995-06-28 09:42:04,AAAAAAAAAAAABTS,COMMON,ACTV,ECCjvifjLqiAqaTonEFvKJOWQNiHhYfgyYbIzYaTKsrqsJNEP                     ,NYSE  ,33351003     ,18570729,18780610,        0.02,0000000124
1995-06-28 12:22:02,AAAAAAAAAAAABTY,COMMON,ACTV,QBlNRuvQBkUlnGrARxRgYZKNIbnYzlUZDvDYOAgcwbGIhVmaJdgNZDMEH LAJV        ,PCX   ,847885178    ,18540701,19280116,        1.06,0000000232
1995-06-28 19:19:00,AAAAAAAAAAAABTT,COMMON,ACTV,MspnDfAgsZGL nOwTrdAwvYlAGRYkVfUYpPuHmCgfJxlE                         ,NASDAQ,848609395    ,18781008,19701103,        1.81,PPpRIPNDehUKmWWSVCVQZevFOFgaKKDbdIZTaHAWUfogoHb             
1995-06-29 01:39:02,AAAAAAAAAAAABTZ,COMMON,ACTV,KZKgwPGLKQYTLctWEiKFrnODUXpdQlvRRrBAYhABXucnjNBCoIdbsKqFvOORSz        ,NASDAQ,420051679    ,18561128,19100109,        2.05,pKOuBCTLGQgLNoxCSjppVInLk                                   
1995-06-29 09:13:00,AAAAAAAAAAAABTU,PREF_A,ACTV,NkkhUOznkFZCvIHyRoTla yFTbdWiBlRkFJLwON esXOFOvHdxiKJNhqnJqZMbMDoVWEB ,PCX   ,621286681    ,19930916,19520903,        1.93,0000000040
1995-06-29 09:42:00,AAAAAAAAAAAABUA,COMMON,ACTV,vKsVCMLFJ UdyaLWAuiACLipQSwjQUtvVne                                   ,PCX   ,989425953    ,19160530,19220501,        2.13,RXmCNOHZxFLcHcPYDuVVwjXACtmEiTThodMFFoxqXGRHs               
1995-06-30 09:49:01,AAAAAAAAAAAABTV,COMMON,ACTV,TRFzqKLZsEwfJKZStSIxILHGlKlj                                          ,AMEX  ,875097107    ,19430810,19570915,        0.08,kVkWHqlwgJHEWSG                                             
1995-06-30 12:38:05,AAAAAAAAAAAABCO,PREF_A,ACTV,EYPwmLOWSEXyUCaNDfQAGl                                                ,NYSE  ,882167272    ,19651215,19291102,        0.52,0000000409
1995-06-30 17:09:00,AAAAAAAAAAAABTW,COMMON,ACTV,YbUJNDYbcEPlpjFbEeOpeV                                                ,PCX   ,315282271    ,19520922,18600719,        2.90,fRvZpMORNirTVPpyQO                                          
1995-06-30 23:59:05,AAAAAAAAAAAAANU,COMMON,INAC,gNUQeNndb DJqcSMhGpkVQBHEqScxRWmfY HRnPRY                             ,PCX   ,879328802    ,18560810,19251115,        0.54,0000000059
