pts,symbol,issue_type,status,name,ex_id,sh_out,first_trade_date,first_exchange_date,dividend,co_name_or_cik
1984-06-25 19:58:04,AAAAAAAAAAAABET,COMMON,ACTV,OPFruxSNPQmJiOAbDDxEkFpzcTnGIcRQPZJGPnmSsoZEFVI                       ,AMEX  ,483474412    ,18950209,18500407,        0.90,PKoQbpXYaUpnSupspSsLCZsyfTaRykUwFQAWLvp                     
1984-06-26 01:32:01,AAAAAAAAAAAABEM,COMMON,ACTV,T weUCpXJqyMpThgFVKsHenUUbHav                                         ,NYSE  ,941386831    ,19641207,18541020,        1.89,0000000122
1984-06-26 09:20:00,AAAAAAAAAAAABEQ,COMMON,ACTV,cJJIIlOaIUGUTmSboJoGmMRGLTUNVsSGyIxSsXLgciTGOJTqF iBUFKT ALNukWiSK    ,NASDAQ,85347043     ,18751121,19600205,        2.93,XlMstoSukZznSjBWsWA                                         
1984-06-28 00:24:03,AAAAAAAAAAAABEU,COMMON,ACTV,TlQrtRuKRlBQFLWNmByTyjJJKTeIaJVMIvJBItAqSWRBMAQV                      ,NASDAQ,3705812      ,19580726,19500825,        2.50,0000000298
1984-06-28 10:14:00,AAAAAAAAAAAABEN,COMMON,ACTV,aPhPGZn HamSVYkMtJRxxsTOWvEcIOQIJiHWQnUIerzjFEsDWeKzeNzV              ,NYSE  ,726396363    ,19811126,19230422,        0.58,VutKBrtREhPYBSKkLOTCIJUhvoxNWXFGjStitIWXWGyN                
1984-06-28 20:27:04,AAAAAAAAAAAABER,COMMON,ACTV,DOdb DAS AGIDrjHwBJORUsniuqAlfsGPlRktMYemTbYSi                        ,NYSE  ,555628184    ,18620809,19820414,        0.88,JVTDCQPqORmzXRXVPyuHaxPpUBqZbpXWKaFfMeSveGysyRqgPMdFMWp     
1984-06-29 07:01:01,AAAAAAAAAAAAADG,COMMON,ACTV,XDbpbgoJJBFQKHTOCQNhnkfTbfGadfsypjlJJZC                               ,NYSE  ,603632442    ,19581120,18891008,        0.53,ysjRGtkIDlGMkTVKHdJYPYZQBIETliHMObyptnkSDUF                 
1984-06-29 11:45:05,AAAAAAAAAAAABEO,COMMON,ACTV,TSALYPlNB iaKOWDwvWpN                                                 ,AMEX  ,694647564    ,19130715,18770917,        0.94,zdRPSLHQFCfSSJrTPgoSPbygPTmIEyVTubSwNlMqtrP                 
1984-06-30 05:37:02,AAAAAAAAAAAABES,COMMON,ACTV,heSEjnCiNkxqNidPQoCVAeRIoETSJckPzLXtdkTOgwQgHTDUDGKvEbyn ln dGBQMf    ,NASDAQ,745458967    ,18690209,19720210,        2.12,gabfHxDslnNqJhBIFAQLcSMsSSipIQCAwLMMyfBTFHEiRXQOXGkp        
1984-06-30 17:03:04,AAAAAAAAAAAAAHE,COMMON,INAC,STqlblnuCjVKQEJlwQHjHwQctuFFZNGtaEtzmy                                ,PCX   ,463739003    ,19130730,18921216,        1.83,sOinkIiTdaWTBlAuXFDL                                        
1984-06-30 23:59:05,AAAAAAAAAAAABEP,PREF_A,ACTV,rEDNZPbZAHxL WScS                                                     ,PCX   ,176820563    ,18580224,19161106,        1.45,0000000150
