pts,year,quarter,quarter_start_date,posting_date,revenue,earnings,eps,diluted_eps,margin,inventory,assets,liabilities,sh_out,diluted_sh_out,co_name_or_cik
2001-07-01 05:47:04,2001,3,20010701,20010701,    2067338689.52,     787847297.77,        2.81,        2.79,        0.38,     480153260.75,   98612813912.95,    9294526584.15,    280089164,    281926329,iCDHNVZecAFZqaOJkFvAodqtVkSpElXlEjHAWnJkgEcLcBKMeEFFXSKbRc  
2001-07-01 06:17:02,2001,3,20010701,20010701,    1970675095.32,    1283003811.02,        2.29,        2.18,        0.65,     952699384.98,  708899832500.72,    1424410599.93,    561049360,    587856031,ytlQTCvrwgtRlBlUVCRMMhI                                     
2001-07-01 10:25:03,2001,3,20010701,20010701,    5251959904.21,     302613553.51,        0.68,        0.59,        0.06,     536364248.83,   96047894039.28,    5606278409.08,    443360499,    514306468,0000000394
2001-07-01 12:23:03,2001,3,20010701,20010701,    1702492153.45,     409628144.20,        2.80,        2.39,        0.24,     647504938.42,   85440920786.75,    7122252419.40,    146038518,    171082357,UANcWXCdnonmEUXMQSIjQvoEFzDMECRJSgvhGNXKjXahUEaNwX          
2001-07-01 18:00:04,2001,3,20010701,20010701,    6320848082.96,    1582483155.39,        1.89,        1.80,        0.25,     583501559.43,  733858472682.51,    8845454848.78,    838573085,    880720392,0000000766
2001-07-02 00:52:04,2001,3,20010701,20010702,    4554549138.71,    2390079200.64,        6.03,        5.60,        0.52,     179818884.99,  962032762307.45,    1756994655.61,    396264586,    426538076,GPPgQnYKzLNbJtmVUUImJmtxbXoek                               
2001-07-02 05:32:04,2001,3,20010701,20010702,    4818852548.10,    1041355859.70,       31.60,       28.66,        0.22,     487280820.81,  213710095687.50,    1935397367.59,     32957698,     36336267,oqZJErVZEEbmwiUkSzytJtGAVoFPQXbJDpvvTlPCOuoWlnfVe           
2001-07-02 10:40:04,2001,3,20010701,20010702,    6862820776.47,    1938474398.69,       34.05,       30.33,        0.28,     581266853.36,  848481242977.98,    3695825441.34,     56929763,     63902443,ClgfvuSryuyzvLbfiwCjvlhEFx                                  
2001-07-02 17:19:03,2001,3,20010701,20010702,    8518522230.00,    3597764634.01,        5.13,        4.52,        0.42,     821051941.98,   76822925915.99,    2162686054.92,    700808302,    796590841,0000000646
2001-07-02 18:56:05,2001,3,20010701,20010702,    4427708113.70,    1585406651.73,       24.97,       22.82,        0.36,     530905116.95,  285964379060.78,    8850748460.37,     63493882,     69480269,UxwoFfdmLfKmuJCZStrMNOScJQzWthcXUUiyvsPHTsRlAJPOiKyvchxt    
2001-07-02 23:12:01,2001,3,20010701,20010702,    3070704879.61,     842288498.66,        3.56,        3.31,        0.27,     323686074.24,  568480807320.14,    2696693017.87,    236649254,    254158456,0000000609
2001-07-03 04:12:00,2001,3,20010701,20010703,    2278828515.35,      99729363.52,        0.13,        0.11,        0.04,     643287845.69,  202043116944.22,    9888285842.89,    747675486,    886046791,0000000437
2001-07-03 05:45:03,2001,3,20010701,20010703,    3754081579.49,    1297450218.43,        6.00,        5.25,        0.35,     543135306.54,  120832765013.59,    2576425659.70,    216247223,    247153449,XrWiboLxUQlnSBFaqKaSNnLmzFxabLyNHe                          
2001-07-03 09:08:05,2001,3,20010701,20010703,    7925186893.20,    2850554060.84,        4.09,        3.48,        0.36,     257407993.55,  106726401075.91,    6146532164.87,    697172073,    819564463,0000000701
2001-07-03 15:11:03,2001,3,20010701,20010703,    1944290247.00,    1214412882.16,        2.97,        2.80,        0.62,      53176334.23,  721209546765.80,    5047107321.80,    409174570,    434425586,RXmCNOHZxFLcHcPYDuVVwjXACtmEiTThodMFFoxqXGRHs               
2001-07-03 19:07:05,2001,3,20010701,20010703,    9763051218.35,    4580547100.85,       10.35,        8.75,        0.47,     768804784.39,  424699397427.65,    8372411485.05,    442636032,    523194526,0000000429
2001-07-04 01:58:00,2001,3,20010701,20010704,    7812085033.36,    4881812373.34,        6.89,        6.10,        0.62,     587220112.00,  756512780715.67,     865573292.38,    708053195,    800056284,lxQqiNpcfrFMKmKaLaJuiAZhaDnWDLNyEfNsYy                      
2001-07-04 04:44:02,2001,3,20010701,20010704,    9721745217.96,    4232764539.17,       10.63,        9.90,        0.44,     347388609.59,  449337186506.15,    9726259352.04,    398091306,    427593810,0000000769
2001-07-04 08:54:00,2001,3,20010701,20010704,    5976453720.50,    1033681062.80,       26.60,       24.86,        0.17,     330738065.61,  289076767146.93,    3862464583.37,     38857307,     41574605,KOoRBLuVJAmbedckFhAQyRqTdgMMbJwtQJUMWiUWf                   
2001-07-04 11:42:01,2001,3,20010701,20010704,    3865414007.93,     740691664.66,        1.96,        1.64,        0.19,     995088337.71,  788017198066.86,     683843059.42,    378283350,    452575393,CAKVWQkEDwoihBhy                                            
2001-07-04 14:42:01,2001,3,20010701,20010704,    2074038643.43,     870720642.85,        2.10,        2.10,        0.42,     590672768.33,  163566826991.40,    9962490472.96,    413943782,    415154339,zScyndwxOcLUXIwtrdKPFPDeQiYudN                              
2001-07-04 18:24:03,2001,3,20010701,20010704,    7860997832.16,    5106267219.81,        5.25,        4.60,        0.65,     762902883.80,   74293553127.06,    6479028494.86,    971902616,   1110713719,oBnlVjcxkaAUMfJzTF                                          
2001-07-04 23:10:04,2001,3,20010701,20010704,    3493192814.97,    1399373548.52,        5.20,        4.51,        0.40,      35119659.07,   42721136875.06,    1681630280.06,    269216683,    310232748,0000000468
