pts,symbol,issue_type,status,name,ex_id,sh_out,first_trade_date,first_exchange_date,dividend,co_name_or_cik
1994-03-29 01:49:01,AAAAAAAAAAAAASM,COMMON,ACTV,TPGSCaskRjUzzHapWOxOLFORQnwjOFKfVAffJc                                ,AMEX  ,373084653    ,19660122,18680730,        2.11,0000000021
1994-03-29 12:46:03,AAAAAAAAAAAABRZ,COMMON,ACTV,cNCUvhCAlaMITDLADoOEAPaOvUCchgALXYDCOIKvP                             ,AMEX  ,268408362    ,19410130,19830512,        2.34,0000000167
1994-03-29 15:13:02,AAAAAAAAAAAABSB,COMMON,ACTV,FVbBwKXIbxVfr                                                         ,PCX   ,864406811    ,19280108,19800119,        1.36,0000000102
1994-03-30 00:15:00,AAAAAAAAAAAABSD,PREF_D,ACTV,qIMDqdaRJiPrTEknQEUUKGVTDnkidHEpBERHEHJLDreuHyYbMDGaPQZIFWTrGQns      ,AMEX  ,670208562    ,19040918,19641108,        2.01,AqLqMQFQghwEpxPFIGOaoXDWwGkjedAN                            
1994-03-30 05:55:03,AAAAAAAAAAAABSF,COMMON,ACTV,xcfVXUtlWhjhIyMwmoEKsGEFTbcJmZSytBiqUaKtyUFjXFVZRVfNOXOUORLFiqJTndC   ,AMEX  ,955769949    ,18820101,19471121,        2.04,vkThCiGCDWxzSOELuwFOHqffmyIkXCZi                            
1994-03-30 08:09:05,AAAAAAAAAAAABSH,PREF_B,ACTV,vPXMRBZlpjsdfQEBqYQCSbtySPLAicmfVwiHdpveI                             ,AMEX  ,751623669    ,18750803,19161214,        0.86,0000000369
1994-03-30 09:14:05,AAAAAAAAAAAABNL,COMMON,INAC,gzDoJijphGGhKFuGASgctCz ycbFIEnTFxrEz                                 ,AMEX  ,637387108    ,19181124,18990206,        1.54,0000000517
1994-03-30 15:54:02,AAAAAAAAAAAABSA,PREF_A,ACTV,VMdtJSVGdoerhqsSUmBgCPYrbqMujqNyQzScpMAOfKlWUFcapNrrLmQaVnVk mDGZ     ,NASDAQ,271089770    ,19031111,18930208,        2.27,kpZThzGHPbywXhJvxbNX                                        
1994-03-30 19:57:01,AAAAAAAAAAAABSC,PREF_C,ACTV,yBSgBuyZOHITXiSufBuSIWmDJQQFvXhjrekT                                  ,NASDAQ,473864583    ,19500803,19630413,        0.60,0000000469
1994-03-30 22:27:02,AAAAAAAAAAAABSE,COMMON,ACTV,LZOFPVbqfLFkEhcfMoRwUnfXbpeOMIvAvCVvPHDxAEGpmJQ                       ,NYSE  ,768390847    ,19921202,19310723,        1.66,0000000160
1994-03-31 11:40:04,AAAAAAAAAAAABSG,PREF_B,ACTV,TAJNBaCJArFof oPsUsFuzkOibSGng                                        ,NASDAQ,44936907     ,19520305,18810128,        1.45,HMrTXQhEEVrLHrNKPYWiOMAJojqEqwZLugVKrXsyh                   
