pts,symbol,issue_type,status,name,ex_id,sh_out,first_trade_date,first_exchange_date,dividend,co_name_or_cik
1997-06-28 14:04:03,AAAAAAAAAAAAAMP,PREF_B,INAC,IJOSs OQzUxPgJvGxjJAfTGxJPJkuaHupuFbeHgDjyxrNw                        ,NYSE  ,909961075    ,19431109,19841230,        0.66,0000000047
1997-06-28 21:47:04,AAAAAAAAAAAABWS,COMMON,ACTV, bqXhCNCoVrF                                                          ,NASDAQ,969403688    ,19160808,18500312,        1.70,dEJMmFYDgXDyCncQWdTxrZmJrdhIMAEBSROjjTU                     
1997-06-29 02:33:00,AAAAAAAAAAAABWO,COMMON,ACTV,nukivQrbvY oFrLcbKVZBUKcXsQ MZsThUwWXkrlxNT                           ,PCX   ,323756475    ,18960414,19091203,        0.08,0000000297
1997-06-29 10:14:04,AAAAAAAAAAAABLL,COMMON,ACTV,rURgPTSEcoaozZBPhVKJhRxNFSCByxDDkFNTcrMGuJVEBJmIBpBLL                 ,PCX   ,726232803    ,19000115,19381017,        2.08,GMVyPigMjOGOWoPxdDwGgnRvywGWpPLZbDNkZTnfnknyKnRjBNz         
1997-06-29 20:37:00,AAAAAAAAAAAABWR,COMMON,ACTV,rSsWwqzoHpyQzVWZ                                                      ,NASDAQ,595847992    ,19401005,19741106,        2.05,SFWYyFVjRXVbbJImeTwoVSiiVrmrQAMWErRpIjAkTLkjLFqQAEauVBZSF   
1997-06-29 22:08:01,AAAAAAAAAAAABWN,COMMON,ACTV,rHsDAUGjKUFcaCsQqUAQJyLTZJhEIuXaEhLclfJpYMREDuRXMQwMEOcMUKJnmdPRUtnKd ,PCX   ,554067564    ,19190808,18730310,        1.69,0000000409
1997-06-30 05:22:01,AAAAAAAAAAAABWU,COMMON,ACTV,QNNxRrMmXJwePCXdyQuJODoBqkjddPjdONXuQdSYcAXziYRAOeyJxSGPTC            ,PCX   ,832102254    ,19860212,19380418,        1.77,0000000271
1997-06-30 08:08:02,AAAAAAAAAAAABWQ,COMMON,ACTV,mmS qZCkOxUVnBSEkwVVyxUnClhZaEUhSdvFpjYrQDCDvXvb                      ,AMEX  ,47068172     ,19140719,19911230,        1.35,vjoxmFyUBmPAvNqUOLzFJRVALGIe                                
1997-06-30 12:56:01,AAAAAAAAAAAABWM,COMMON,ACTV,oJSqIlfCJCCErJZVqQIsEGK Xfc                                           ,PCX   ,283528325    ,18600304,19191219,        1.45,ahfYaRNyhtHvoBDOjGTcMPuAQFGeDqnaWzDkWemBRAWnlUBrhDdAzCVJq   
1997-06-30 13:04:04,AAAAAAAAAAAABWT,PREF_A,ACTV,IBHo YAqudBjPzhGsM                                                    ,NASDAQ,739586346    ,19170530,19380714,        2.81,0000000206
1997-06-30 23:59:05,AAAAAAAAAAAABWP,PREF_A,ACTV,tfIONgVvCFUmvggMwICsNPItyjBPTuRhLvGdXMTDge                            ,PCX   ,105857119    ,19170804,18641230,        1.58,0000000217
