pts,symbol,issue_type,status,name,ex_id,sh_out,first_trade_date,first_exchange_date,dividend,co_name_or_cik
2005-12-29 13:35:01,AAAAAAAAAAAACIG,COMMON,ACTV,DeLySjpiufhG                                                          ,AMEX  ,928919286    ,18630303,19870110,        1.67,0000000432
2005-12-29 16:25:02,AAAAAAAAAAAACIK,PREF_A,ACTV,FwFuTNgJcxnKSwvfdTEtdCFOAKBVVTxhrqlkrPj OD vuQkM                      ,NYSE  ,113450820    ,19220226,18851109,        2.57,0000000429
2005-12-29 19:08:05,AAAAAAAAAAAACIO,COMMON,ACTV,WqIOTyntueftNmksGFqDUASAsgO                                           ,NYSE  ,662185990    ,19050320,19460416,        0.70,GYJxzpvuXUvkKpQdXEXpVLKXQRN                                 
2005-12-30 09:14:02,AAAAAAAAAAAACIH,PREF_B,ACTV,AUAVUuPHfVGVUbDVrcfIeLBaRONQhAAuqZeP                                  ,NYSE  ,537028439    ,19291109,19080131,        0.73,0000000755
2005-12-30 12:39:00,AAAAAAAAAAAACIL,COMMON,ACTV,UbjfmBSCILjsN  OUNPhitUAVObotDsBAUCwHjTTZlhstOtAAPTKN                 ,AMEX  ,820569955    ,19770417,19241031,        2.43,0000000535
2005-12-30 14:21:00,AAAAAAAAAAAABRH,PREF_A,ACTV,SQKkVFyQRv                                                            ,AMEX  ,40008677     ,19641202,18611206,        1.74,uomkqYTFzNKMUdTRDbKIaXJtAEiCkvdAKGquCuxlVtTjIKhhrMVES       
2005-12-30 23:42:00,AAAAAAAAAAAACII,COMMON,ACTV,mzQeEWPBHxVjPZFMvYMYzKBCKNyA UyxwAJvdaBKHIWCjJKiCGclZ                 ,AMEX  ,766977682    ,18660222,19030804,        2.20,0000000104
2005-12-31 05:32:00,AAAAAAAAAAAACIM,PREF_B,ACTV,qNpWjcZgZtNjICQTMCTLZUaLwcQMysEvtyMivWf GAyMUZhpXvHzZj PNF            ,PCX   ,489535850    ,19020624,19951024,        1.18,0000000210
2005-12-31 12:44:01,AAAAAAAAAAAABNE,PREF_A,INAC,OPSXxRfiPPppQNWdQNIrYN                                                ,AMEX  ,600159107    ,19710108,19411204,        1.66,rMYOCCfxrxbXUzjoaqDGpXIEVWhiwMGOoMPICzcJfaiGilyTiF          
2005-12-31 14:51:02,AAAAAAAAAAAACIJ,COMMON,ACTV,kTRYNuMTvTHCb vXMGaFmUeUVLxlMIPrdwHWHsWlAXRREGcI                      ,PCX   ,454634990    ,19310523,19540328,        0.97,0000000580
2005-12-31 18:00:02,AAAAAAAAAAAACIN,PREF_A,ACTV,AwWdeRKGTaTPMHNBJYhRuqG TOMlDhQxBK                                    ,AMEX  ,939348763    ,19030125,19590723,        2.48,idgkJqUHedAOjNwGHoWCCcQIOWqUUlxNHICrGykAEaUiSNDZFB          
