pts,year,quarter,quarter_start_date,posting_date,revenue,earnings,eps,diluted_eps,margin,inventory,assets,liabilities,sh_out,diluted_sh_out,co_name_or_cik
1998-01-01 01:09:04,1998,1,19980101,19980101,    9329484753.37,    1192602325.45,        3.54,        3.33,        0.13,      62570454.72,  109963234820.50,    3801177697.71,    336754750,    357724632,VTRrSmKRVjKNKntcQCKJPGCEADNXRwHtPULFlxMQjGbQrXjDInstFrDTDRx 
1998-01-01 01:47:02,1998,1,19980101,19980101,    5376890986.51,     926400104.82,        1.32,        1.25,        0.17,     829573449.51,  466771516852.38,    7464431127.13,    702743894,    743403612,0000000232
1998-01-01 04:02:00,1998,1,19980101,19980101,    6959269488.05,    4532980891.40,        8.69,        7.45,        0.65,     944647497.78,   92847073665.45,    9741866478.02,    521608524,    608370001,0000000019
1998-01-01 06:19:03,1998,1,19980101,19980101,    9717285450.29,    5909942592.53,       53.44,       53.06,        0.61,      52359641.53,  517942391893.47,    5875427757.17,    110583669,    111373372,0000000694
1998-01-01 07:18:02,1998,1,19980101,19980101,    4623144267.44,    1302831629.55,        1.61,        1.46,        0.28,      56706415.94,  177318601069.89,    7746430393.31,    806970633,    892029596,0000000168
1998-01-01 10:08:05,1998,1,19980101,19980101,    9604656660.35,    6014909829.57,       29.15,       25.50,        0.63,     608943067.63,  659183661714.51,    8908890992.48,    206345354,    235872606,0000000303
1998-01-01 16:00:00,1998,1,19980101,19980101,    8007510960.96,    4483252044.86,        5.99,        5.75,        0.56,     131238624.46,   47170109354.85,    8826360134.30,    748283268,    780275439,GaXMPKzJJgCAcraGElDEmRDRLUDBSPQTGPSzIOMqVMGBQGQjYkS         
1998-01-01 20:40:05,1998,1,19980101,19980101,     236985207.02,        936874.19,        0.00,        0.00,        0.00,     424563405.31,  682500216050.83,    4314614438.47,    342798485,    361460292,0000000643
1998-01-01 21:17:00,1998,1,19980101,19980101,    8024138742.42,    1995973417.64,        8.71,        8.70,        0.25,     334806639.96,  592905820128.39,    9744799518.58,    229028589,    229469320,GxbQALBlCaKouiNyUcIUooW                                     
1998-01-01 22:57:05,1998,1,19980101,19980101,    3899675187.07,    2360042101.72,        6.18,        6.07,        0.61,     360923736.49,  442298377022.58,    5492607693.30,    381888377,    388897776,0000000195
1998-01-01 23:44:01,1998,1,19980101,19980101,    7757313617.67,    2476342269.53,        6.74,        6.65,        0.32,     236438227.97,  165482357793.91,     301291825.80,    367266075,    372463755,0000000296
1998-01-02 02:19:03,1998,1,19980101,19980102,    3238363549.50,     151188185.21,        0.21,        0.18,        0.05,     345923879.91,  814541054312.81,    4935263512.77,    723372982,    818369874,0000000568
1998-01-02 06:04:05,1998,1,19980101,19980102,    1065170861.68,     358111267.61,        0.86,        0.82,        0.34,     654058189.29,  111281497016.76,     487276908.30,    416341197,    437623610,FCkieDvUWMfVyEKAHEIeYGbEUgOLAzaQpgKUXJ                      
1998-01-02 12:28:03,1998,1,19980101,19980102,    4550837155.91,    2951000833.31,       36.25,       35.91,        0.65,     824018733.75,  124841705163.68,    4313449070.28,     81405016,     82177523,0000000398
1998-01-02 19:13:05,1998,1,19980101,19980102,    7146547601.90,    4987448905.62,        7.88,        6.98,        0.70,     938624379.33,   75095727369.32,    1052551343.97,    633128348,    714058157,ZDLIAhXUslijQGAkFRLuXcZdEdACzpQbbHxgWK                      
1998-01-02 21:04:02,1998,1,19980101,19980102,    1367436063.44,     114667644.34,       11.81,       10.61,        0.08,     584668118.35,  210943311058.25,    8118519806.35,      9709032,     10807450,0000000108
1998-01-02 21:22:02,1998,1,19980101,19980102,    6528551084.10,     650790611.88,        1.15,        1.02,        0.10,     196862956.90,  772837066000.47,    1013990170.32,    564321931,    634950835,0000000438
1998-01-03 03:47:00,1998,1,19980101,19980103,    7571232445.23,    3967906042.73,       11.10,       10.44,        0.52,     160575964.21,  210285102107.73,    8998011521.36,    357583503,    380246142,ahfYaRNyhtHvoBDOjGTcMPuAQFGeDqnaWzDkWemBRAWnlUBrhDdAzCVJq   
1998-01-03 08:37:04,1998,1,19980101,19980103,    2568271906.15,     869378905.27,        1.84,        1.69,        0.34,     369340339.84,  524874787251.82,    7065737717.27,    471921370,    514204279,hgbGUcvEIFYUfMSSWo                                          
1998-01-03 14:37:04,1998,1,19980101,19980103,     936970250.12,     258437577.47,        0.37,        0.34,        0.28,      77248907.61,  464730560034.87,    5196723635.22,    694430656,    758420662,0000000294
1998-01-03 16:07:01,1998,1,19980101,19980103,    2120119524.25,     100834261.94,        0.18,        0.16,        0.05,     867341895.24,  452742931970.97,    2821158796.08,    568939067,    646540966,0000000105
1998-01-03 20:00:04,1998,1,19980101,19980103,    7148149912.87,    1623302176.64,        3.76,        3.69,        0.23,     723898827.09,  841031659414.68,    5639454807.34,    432076078,    440107349,vIgvncQnWqXiWTBjIr                                          
1998-01-03 20:36:02,1998,1,19980101,19980103,    1738364911.25,     959283722.39,        3.09,        2.93,        0.55,     332383318.65,   16454567011.70,    6348779192.91,    310886317,    327844343,0000000109
1998-01-04 03:44:03,1998,1,19980101,19980104,    5761010088.82,    1330780385.51,        2.22,        1.96,        0.23,      42631902.39,  343141737144.48,    9121881829.77,    600716623,    677758677,0000000429
1998-01-04 08:46:02,1998,1,19980101,19980104,    2581651037.67,     507445986.20,        0.62,        0.59,        0.20,     716373146.18,  555336950802.61,    5867770990.13,    817793745,    864191094,WhyIqNAXleBJHwGAzVcPWLWWnYSnJTDIimSwVnBpMECPlqhbtMHvIiXQmKH 
1998-01-04 12:55:03,1998,1,19980101,19980104,    8255151102.39,     697619270.73,        2.87,        2.56,        0.08,     728509441.74,  360046055900.05,    7278438731.36,    243035382,    272896954,0000000498
1998-01-04 19:10:04,1998,1,19980101,19980104,     369841835.75,     108049040.13,        0.15,        0.13,        0.29,     572805738.52,   59180349987.67,    6066865408.90,    718682251,    848811822,eyGBByYTpoRbgjJdHtPbQdJTXrTbcWTJkSHlPvDAkK                  
1998-01-04 22:20:03,1998,1,19980101,19980104,    2811427940.98,      69355855.83,        0.43,        0.36,        0.02,     709450396.68,  262598505705.57,    6523022031.37,    160797807,    190111259,0000000016
1998-01-05 05:22:04,1998,1,19980101,19980105,    4469073631.69,    2864584907.88,        6.09,        5.28,        0.64,     440074833.99,   26987429016.39,    5445966172.73,    470751533,    542252208,KOlAVqclErnTgpnKcXDfYShaLUJDGYmZBnXEQBzTphjw                
1998-01-05 11:59:04,1998,1,19980101,19980105,    7658689652.83,    3218871168.59,        5.95,        5.90,        0.42,     764295706.52,  810045149298.50,    5461187465.92,    540993410,    545652312,gIOONPxnQUwBdFNEMLBUXdUbFPDWDVOVnWIIMRpOMbaMGipmCAICpjncsHs 
1998-01-05 17:50:02,1998,1,19980101,19980105,    6806526091.54,    1171549381.10,        1.20,        1.14,        0.17,     290126716.73,  976678074511.15,    3120243215.34,    980134647,   1030317089,UUzTfpeLkPPQFGbwTPggEzOTznODkSjdwpuCbWRqGKT                 
1998-01-05 18:07:04,1998,1,19980101,19980105,    9847042989.61,    4807164679.51,       10.61,        9.81,        0.49,     885840538.56,  651837844237.23,    6275233980.63,    453219327,    490106675,SQzLAZULoIrbcKOkHyWeQoiKtYipwXULjXZZf                       
1998-01-05 21:04:00,1998,1,19980101,19980105,    4799057989.38,    2787726923.92,        8.45,        7.88,        0.58,     729196629.81,  705911960458.47,    5915523570.46,    330092641,    353578909,0000000613
1998-01-05 21:58:02,1998,1,19980101,19980105,    6856449980.10,    3538990892.18,        4.43,        4.33,        0.52,     227415909.71,  141750596286.50,    6066260320.56,    798928008,    817872847,0000000042
1998-01-06 00:12:05,1998,1,19980101,19980106,    7116383550.00,    2151771892.52,        2.69,        2.48,        0.30,     172994650.70,   33442883575.78,    3010775641.64,    800077730,    866975039,0000000683
1998-01-06 06:27:05,1998,1,19980101,19980106,    8514310817.83,    3305160436.01,      105.46,       93.70,        0.39,     903122604.46,  323512613448.81,    3011848208.72,     31340895,     35275364,XbTdxPHplrvWLNnFQtOJgg                                      
1998-01-06 10:58:01,1998,1,19980101,19980106,    9201563131.62,    3973383553.32,      179.80,      160.00,        0.43,     355546560.17,  199821009098.88,    6598219768.10,     22099373,     24834108,0000000477
1998-01-06 17:43:04,1998,1,19980101,19980106,     812190573.91,     387951773.92,        0.40,        0.35,        0.48,     325748732.66,  624508535490.18,    5547419411.43,    971673780,   1122601794,SAFZEJLLiMLuOrGrCmR                                         
1998-01-06 22:42:01,1998,1,19980101,19980106,    1879239815.42,     629976818.10,        2.91,        2.73,        0.34,     619181920.06,  773735697914.44,    4068394447.44,    216522561,    230518089,0000000551
1998-01-07 00:55:00,1998,1,19980101,19980107,    9161965907.45,    4723040166.75,        5.04,        4.42,        0.52,     394748915.59,  146152122604.61,     363973300.44,    936869661,   1067357837,0000000432
1998-01-07 04:56:02,1998,1,19980101,19980107,    1459782186.65,     469787926.34,        1.80,        1.68,        0.32,     741671577.37,  373710827304.69,    7166687344.55,    261406447,    280091332,jkQNtijTUPWIyACEHUwYDWHiAhSGWAQDZRfpau                      
1998-01-07 09:30:03,1998,1,19980101,19980107,    5953596756.44,     296362438.55,        0.59,        0.56,        0.05,     463437677.95,  231736239160.54,    4293514438.38,    503094754,    533819015,0000000060
1998-01-07 12:23:02,1998,1,19980101,19980107,    4006912819.03,    1733318841.85,        2.70,        2.34,        0.43,     236065119.89,  471552108733.06,      70637769.31,    642528532,    739348797,vroRjqBGBfqHRsGysnQIawV                                     
1998-01-07 13:59:04,1998,1,19980101,19980107,    6995128182.39,    3539748288.53,        5.62,        4.87,        0.51,     952665093.02,  856982101160.66,      53602475.78,    629594285,    727237254,0000000346
