pts,year,quarter,quarter_start_date,posting_date,revenue,earnings,eps,diluted_eps,margin,inventory,assets,liabilities,sh_out,diluted_sh_out,co_name_or_cik
1979-04-01 06:08:00,1979,2,19790401,19790401,    5462763319.46,    1602707998.37,        2.40,        2.39,        0.29,     821948271.23,  310377691440.03,    7408756942.55,    668169619,    671697825,0000000041
1979-04-01 20:43:03,1979,2,19790401,19790401,    2830936842.40,    1375183578.35,        1.47,        1.24,        0.49,     105904310.50,  212836436843.21,    1783406040.00,    934520958,   1107541334,0000000271
1979-04-02 07:07:04,1979,2,19790401,19790402,    7700561166.78,    4309248563.48,       75.97,       74.24,        0.56,     197931602.47,  789787206706.75,    1317638499.96,     56722988,     58046228,LyPLWCiNgEmpbhlfYPIKdDcaFIKWon                              
1979-04-02 07:36:00,1979,2,19790401,19790402,    3692662066.79,     472363182.17,        7.44,        7.16,        0.13,     511621725.34,  373197807987.66,    1538092518.09,     63447429,     66017155,0000000305
1979-04-02 10:14:04,1979,2,19790401,19790402,    7447232822.54,    4652424157.49,        4.88,        4.29,        0.62,     642180193.06,  270454566712.66,    1714882373.86,    954141429,   1084151208,sywKYoBrHXXpAryQGPvlNiaGZOoSUSFPVyRJCvtVoPAHi               
1979-04-02 23:34:00,1979,2,19790401,19790402,    2124391254.74,    1375149991.54,        1.82,        1.61,        0.65,     559931223.36,  175449362361.42,    9677379741.83,    753847178,    854312316,jaaLOswAWNHAAHrSJdoSSzDViOJjUjQtYhYJQkHMYPSJxGEVzPMFi       
1979-04-03 09:44:05,1979,2,19790401,19790403,    3228328414.23,     334101130.61,        1.75,        1.72,        0.10,     751691578.83,  998660642155.23,    2432341097.50,    191379991,    193999208,SEILRxjOMkIqVKzJMpyPc                                       
1979-04-03 18:55:02,1979,2,19790401,19790403,    1559363550.62,     311559064.05,        0.37,        0.32,        0.20,     220090793.40,  604215593650.07,    5618070873.61,    835949452,    970275901,0000000165
1979-04-03 22:48:00,1979,2,19790401,19790403,    5111210940.39,    2057592820.19,        2.11,        1.85,        0.40,     968073530.73,  725220652488.27,    7147987224.67,    972981755,   1112102124,zSzyZVwpMSypTaf                                             
1979-04-04 12:47:00,1979,2,19790401,19790404,    6036751080.96,     244095465.16,        0.58,        0.53,        0.04,       1946927.29,  604742571823.81,    5602704612.32,    420974782,    462580472,SAFZEJLLiMLuOrGrCmR                                         
1979-04-04 17:51:05,1979,2,19790401,19790404,    6721640577.32,    1563613376.51,        1.62,        1.38,        0.23,     371259424.71,  687106328142.94,    5766754113.30,    967791338,   1135224708,NCagiwwwgLbKUGJnDXPlFVVlKLdiMGGxNxCFEAnCZXYAyG              
1979-04-04 20:00:01,1979,2,19790401,19790404,     314313231.15,     156841464.05,        0.18,        0.17,        0.50,     595761191.54,  552513836635.03,    5566214884.53,    890398762,    939224551,0000000086
1979-04-05 06:05:03,1979,2,19790401,19790405,    7938923283.81,    3394960840.11,        7.38,        6.82,        0.43,     602798382.70,  576036634885.73,     317806623.99,    460052097,    497900707,zPZDFCVuwVXZJGMJAsRfXJ                                      
1979-04-05 06:20:02,1979,2,19790401,19790405,    5505392966.22,    2191317246.07,        8.43,        7.73,        0.40,     749446123.13,  747918724340.44,    4831018972.53,    260069527,    283332932,0000000301
1979-04-05 16:50:05,1979,2,19790401,19790405,    5134101459.54,    2620648188.01,        4.72,        4.10,        0.51,     674397265.97,  961988831060.85,    2452068616.14,    555685265,    639305978,gDqcCBxupXLOeBnjyoDuJKKpXXazMTBejzLaoxVkzpfVHbeQYNnEL       
1979-04-06 06:04:01,1979,2,19790401,19790406,    9315721219.32,    5016472259.12,        9.23,        8.84,        0.54,     841885874.28,  317231716708.08,    4328236140.76,    543495874,    567292174,aoTgMQQOVPapOXWxUW                                          
1979-04-06 13:15:01,1979,2,19790401,19790406,    4542581663.46,    2270717249.70,        3.70,        3.26,        0.50,     751457779.05,  366674117229.11,    7918258506.77,    613573511,    697566545,0000000188
1979-04-07 03:58:00,1979,2,19790401,19790407,    1976195573.26,     797053694.88,        8.52,        8.48,        0.40,     920447141.49,   93452921714.77,    1674145595.40,     93548508,     93979354,0000000259
1979-04-07 03:59:03,1979,2,19790401,19790407,    6197871420.00,     531904062.84,        1.65,        1.53,        0.09,     535242713.07,  674334083475.15,    2843882099.41,    321574765,    347406892,WDgzUZNxEQmyFsHDoROopKTxXNMJTbWgGi                          
1979-04-07 12:50:05,1979,2,19790401,19790407,    5438362680.62,     595002174.75,        1.35,        1.27,        0.11,     700804348.84,  302543761235.96,    1618057273.18,    442227121,    468898341,SWFbcrEhWDTnQVvYhgQ                                         
1979-04-07 17:49:01,1979,2,19790401,19790407,    1811312205.83,     988363518.78,        2.69,        2.56,        0.55,     413812765.57,  104827699313.40,    6992199516.05,    366781935,    386186082,OCSmeMcZnwYFCQhAomWNQruAvEKYEtREwXPuP                       
1979-04-07 19:13:01,1979,2,19790401,19790407,    5595379556.76,     558455172.13,        3.94,        3.39,        0.10,     388915462.05,  989370948264.89,    8021240781.40,    141782213,    164667396,uomkqYTFzNKMUdTRDbKIaXJtAEiCkvdAKGquCuxlVtTjIKhhrMVES       
1979-04-08 09:06:04,1979,2,19790401,19790408,    4962787624.68,    3349986399.89,        5.78,        5.02,        0.68,     865169021.76,  168336148163.32,    3316331393.88,    579185459,    666922076,jBTaFZxKSGcJVXEOAtnApSlFPFPZEVuxaj                          
1979-04-08 21:36:04,1979,2,19790401,19790408,    3482995076.04,    1069527694.90,       10.77,        9.80,        0.31,     752103269.46,  250801537932.27,    4703277377.79,     99315438,    109144187,0000000308
1979-04-09 01:56:01,1979,2,19790401,19790409,    5505683646.22,     925671262.82,        2.88,        2.87,        0.17,     744909141.79,  528661929659.25,    5889188756.52,    321271826,    322222846,oVQZHHoeJFAibcCaYAEJISAPBzZqljSYmfyIwwdpzDs                 
1979-04-09 07:20:00,1979,2,19790401,19790409,    6292146894.47,    1824383171.25,        8.68,        8.34,        0.29,     338516924.79,  190802345880.68,    4625036033.31,    210129807,    218672279,QFRbFMIOhFIvNDHHKUIHIwUDsyiGpkDUVMQO                        
1979-04-09 20:43:02,1979,2,19790401,19790409,    4213039279.91,    1409864215.45,        3.16,        2.93,        0.33,     674123124.66,  164218863405.43,     385535506.94,    446676272,    481739792,0000000025
1979-04-10 09:46:05,1979,2,19790401,19790410,     566778277.67,      88749498.09,        0.12,        0.11,        0.16,     693047786.87,  725769668647.66,    2313882178.15,    738058301,    831387429,0000000227
1979-04-10 09:55:00,1979,2,19790401,19790410,    5036156906.34,    2430513222.19,        6.30,        5.58,        0.48,     365003692.25,  141654608289.89,    3885528580.33,    385995883,    435640079,VzVXyHGNZcQkQEUQrMuBSAJWTftSWmYQLNaxERNJRKRMODEhuLMRLlkjCUv 
1979-04-10 23:36:02,1979,2,19790401,19790410,    1279435961.96,      89606858.73,        0.09,        0.09,        0.07,     168924868.84,   46690397924.07,     698836882.16,    953096892,   1030320297,0000000020
1979-04-11 05:41:01,1979,2,19790401,19790411,    9197834752.55,    1847908652.71,        6.18,        5.51,        0.20,     805457811.61,  869517636563.07,    4930773637.33,    299229935,    335135477,0000000226
1979-04-11 18:54:05,1979,2,19790401,19790411,    6476150529.24,    1263453061.97,        6.49,        6.27,        0.20,     587449810.02,   16587764763.35,    6323685125.36,    194670175,    201422243,0000000289
1979-04-11 19:46:02,1979,2,19790401,19790411,     764704446.45,       6928213.62,        0.01,        0.01,        0.01,     397975700.21,  105291962345.41,    8759452525.05,    776967638,    814877377,0000000235
1979-04-12 09:55:02,1979,2,19790401,19790412,    6933301047.34,    1993969828.07,        2.73,        2.42,        0.29,     168984272.49,  106223620528.49,    6182591303.52,    729289749,    825409503,yekwLKzwWxQVRxoHetMlPaBEdhxeWSNcUVqNJGoqniLWG               
1979-04-12 16:34:00,1979,2,19790401,19790412,    2354446142.23,    1607263827.19,        2.07,        1.85,        0.68,     684527594.05,  381326795956.44,    2496899263.70,    775418901,    866537900,0000000140
1979-04-12 22:39:05,1979,2,19790401,19790412,    6260036482.96,    3627794022.15,        5.79,        5.66,        0.58,     567842671.40,  231236156249.38,    1633220864.15,    626665957,    641230253,0000000179
1979-04-13 11:04:01,1979,2,19790401,19790413,    8185110793.87,    1265676356.82,        1.92,        1.84,        0.15,      77359128.55,  869164872417.86,    7468984366.31,    660716644,    686880221,kzlnGdWaKhZLRwYuxlhqLQkyPBU                                 
1979-04-13 22:43:00,1979,2,19790401,19790413,     626981178.12,      13046386.40,        0.05,        0.05,        0.02,     141256195.16,  999829001355.18,    5428118195.31,    237401023,    270489655,0000000246
1979-04-14 02:42:00,1979,2,19790401,19790414,    5683479504.89,    3201170835.38,       30.85,       28.65,        0.56,     131967289.73,  513882060523.63,    7018263091.59,    103749812,    111716183,0000000021
1979-04-14 14:31:01,1979,2,19790401,19790414,    8933043659.89,    1632063980.78,        2.51,        2.40,        0.18,     346419733.12,   55469818931.14,    3069649893.83,    651426336,    680376983,0000000253
